count,team,plyr_id,name,position
659,car,10469,jon-beason,WLB
660,car,11588,jordan-senn,WLB
661,car,14938,luke-kuechly,MLB
662,car,9289,chase-blackburn,MLB
663,car,8429,thomas-davis,SLB
664,car,15964,a.j.-klein,SLB
665,car,4504,drayton-florence,CB
666,car,14162,josh-thomas,CB
667,car,12619,mike-mitchell,SS
668,car,15116,d.j.-campbell,SS
669,car,11301,charles-godfrey,FS
670,car,11440,haruki-nakamura,FS
671,car,12703,captain-munnerlyn,CB
672,car,15124,josh-norman,CB
673,tb,14046,da'quan-bowers,LDE
674,tb,13299,daniel-te'o-nesheim,LDE
675,tb,13240,gerald-mccoy,LDT
676,tb,10609,derek-landri,LDT
677,tb,9371,gary-gibson,RDT
678,tb,15958,akeem-spence,RDT
679,tb,13965,adrian-clayborn,RDE
680,tb,15936,steven-means,RDE
681,tb,14985,lavonte-david,WLB
682,tb,10625,adam-hayward,WLB
683,tb,14023,mason-foster,MLB
684,tb,15068,najee-goode,MLB
685,tb,13482,dekoda-watson,SLB
686,tb,13045,jonathan-casillas,SLB
687,tb,10458,darrelle-revis,CB
688,tb,13054,danny-gorrer,CB
689,tb,14932,mark-barron,SS
690,tb,13374,cody-grimm,SS
691,tb,10569,dashon-goldson,FS
692,tb,14146,ahmad-black,FS
693,tb,15398,leonard-johnson,CB
694,tb,15824,johnthan-banks,CB
