,game_id,plyr_id,name,fntsy_pts
281,291011029,1033,phillip-daniels,0.0
282,291018028,1033,phillip-daniels,0.0
283,291026028,1033,phillip-daniels,0.0
284,291108001,1033,phillip-daniels,0.0
285,291115028,1033,phillip-daniels,0.0
286,291122006,1033,phillip-daniels,0.0
287,291129021,1033,phillip-daniels,0.0
288,291206028,1033,phillip-daniels,0.0
289,291213013,1033,phillip-daniels,0.0
290,291221028,1033,phillip-daniels,0.0
291,291227028,1033,phillip-daniels,1.0
292,290920009,10342,jarrett-bush,0.0
293,290927014,10342,jarrett-bush,0.0
294,291005016,10342,jarrett-bush,0.0
295,291115009,10342,jarrett-bush,0.0
296,291122009,10342,jarrett-bush,0.0
297,291126008,10342,jarrett-bush,0.0
298,291207009,10342,jarrett-bush,0.0
299,291213003,10342,jarrett-bush,0.0
300,291220023,10342,jarrett-bush,0.0
301,291227009,10342,jarrett-bush,2.0
302,291129024,10348,rudy-niswanger,-2.0
303,291004003,10357,copeland-bryan,0.0
304,291011008,10357,copeland-bryan,1.0
305,290913018,10360,buck-ortega,0.0
306,290913027,10361,stephen-bowen,0.0
307,290920006,10361,stephen-bowen,0.0
308,291004007,10361,stephen-bowen,1.0
309,291011012,10361,stephen-bowen,0.0
310,291101006,10361,stephen-bowen,0.0
311,291108021,10361,stephen-bowen,0.0
312,291115009,10361,stephen-bowen,1.0
313,291126006,10361,stephen-bowen,0.0
314,291213006,10361,stephen-bowen,1.0
315,291227028,10361,stephen-bowen,0.0
316,290913011,10363,greg-estandia,0.0
317,290920030,10363,greg-estandia,0.0
318,291018023,10363,greg-estandia,0.0
319,291025005,10363,greg-estandia,1.0
320,291122008,10363,greg-estandia,1.8
321,291129004,10363,greg-estandia,1.7
322,290914013,10369,ricky-brown,0.0
323,290920012,10369,ricky-brown,0.0
324,290927013,10369,ricky-brown,0.0
325,291004034,10369,ricky-brown,0.0
326,291011019,10369,ricky-brown,0.0
327,291220024,10377,dennis-roland,0.0
328,290913009,10387,spencer-havner,0.0
329,290920009,10387,spencer-havner,2.1
330,290927014,10387,spencer-havner,0.0
331,291018009,10387,spencer-havner,0.9
332,291025005,10387,spencer-havner,11.9
333,291101009,10387,spencer-havner,14.1
334,291108027,10387,spencer-havner,0.0
335,291115009,10387,spencer-havner,6.2
336,291126008,10387,spencer-havner,0.0
337,291213003,10387,spencer-havner,0.0
338,291220023,10387,spencer-havner,0.0
339,291227009,10387,spencer-havner,0.0
340,290920021,10406,remi-ayodele,0.0
341,291004018,10406,remi-ayodele,6.0
342,291018018,10406,remi-ayodele,1.0
343,291025015,10406,remi-ayodele,0.0
344,291102018,10406,remi-ayodele,0.0
345,291108018,10406,remi-ayodele,0.0
346,291115014,10406,remi-ayodele,1.0
347,291122027,10406,remi-ayodele,0.0
348,291206028,10406,remi-ayodele,0.0
349,291213001,10406,remi-ayodele,0.0
350,291219018,10406,remi-ayodele,0.0
351,291227018,10406,remi-ayodele,0.0
352,291108030,10416,kenny-smith,0.0
353,291115013,10416,kenny-smith,0.0
354,291206012,10416,kenny-smith,0.0
355,290920008,10418,kevin-hobbs,0.0
356,290927008,10418,kevin-hobbs,0.0
357,291018009,10418,kevin-hobbs,0.0
358,291101008,10418,kevin-hobbs,0.0
359,291108026,10418,kevin-hobbs,0.0
360,291115016,10418,kevin-hobbs,0.0
361,291122008,10418,kevin-hobbs,0.0
362,291126008,10418,kevin-hobbs,0.0
363,291206004,10418,kevin-hobbs,0.0
364,291213033,10418,kevin-hobbs,0.0
365,291220008,10418,kevin-hobbs,0.0
366,291227025,10418,kevin-hobbs,0.0
367,290913029,10441,sav-rocca,0.0
368,290920021,10441,sav-rocca,0.0
369,290927021,10441,sav-rocca,0.0
370,291011021,10441,sav-rocca,0.0
371,291018013,10441,sav-rocca,0.0
372,291026028,10441,sav-rocca,0.0
373,291101021,10441,sav-rocca,0.0
374,291108021,10441,sav-rocca,0.0
375,291115024,10441,sav-rocca,0.0
376,291122003,10441,sav-rocca,0.0
377,291129021,10441,sav-rocca,0.0
378,291206001,10441,sav-rocca,0.0
379,291213019,10441,sav-rocca,0.0
380,291220021,10441,sav-rocca,0.0
381,291227021,10441,sav-rocca,0.0
382,290914013,10446,jamarcus-russell,10.92
383,290920012,10446,jamarcus-russell,4.06
384,290927013,10446,jamarcus-russell,2.64
385,291004034,10446,jamarcus-russell,3.12
386,291011019,10446,jamarcus-russell,-1.5
387,291018013,10446,jamarcus-russell,11.76
388,291025013,10446,jamarcus-russell,-1.56
389,291101024,10446,jamarcus-russell,3.46
390,291115013,10446,jamarcus-russell,2.56
391,291213013,10446,jamarcus-russell,1.96
392,291220007,10446,jamarcus-russell,5.88
393,290913018,10447,calvin-johnson,9.0
394,290920008,10447,calvin-johnson,12.7
395,290927008,10447,calvin-johnson,5.8
396,291004003,10447,calvin-johnson,14.5
397,291011008,10447,calvin-johnson,0.2
398,291108026,10447,calvin-johnson,2.7
399,291115016,10447,calvin-johnson,8.4
400,291122008,10447,calvin-johnson,22.1
401,291126008,10447,calvin-johnson,7.0
402,291206004,10447,calvin-johnson,18.3
403,291213033,10447,calvin-johnson,3.7
404,291220008,10447,calvin-johnson,3.5
405,291227025,10447,calvin-johnson,8.8
406,290920007,10448,joe-thomas,0.0
407,291101003,10448,joe-thomas,0.0
408,290920002,10449,gaines-adams,0.0
409,290927027,10449,gaines-adams,0.0
410,291004028,10449,gaines-adams,1.0
411,291025004,10449,gaines-adams,0.0
412,291129016,10449,gaines-adams,0.0
413,291213003,10449,gaines-adams,0.0
414,291220033,10449,gaines-adams,0.0
415,291228003,10449,gaines-adams,0.0
416,290913019,10451,laron-landry,0.0
417,290920028,10451,laron-landry,0.0
418,290927008,10451,laron-landry,0.0
419,291004028,10451,laron-landry,0.0
420,291011029,10451,laron-landry,0.0
421,291018028,10451,laron-landry,0.0
422,291026028,10451,laron-landry,0.0
423,291108001,10451,laron-landry,0.0
424,291115028,10451,laron-landry,0.0
425,291122006,10451,laron-landry,0.0
426,291129021,10451,laron-landry,0.0
427,291206028,10451,laron-landry,1.0
428,291213013,10451,laron-landry,2.0
429,291221028,10451,laron-landry,0.0
430,291227028,10451,laron-landry,0.0
431,290913005,10452,adrian-peterson,37.8
432,290920008,10452,adrian-peterson,15.6
433,290927016,10452,adrian-peterson,9.9
434,291005016,10452,adrian-peterson,9.5
435,291011014,10452,adrian-peterson,18.9
436,291018016,10452,adrian-peterson,16.6
437,291025023,10452,adrian-peterson,18.9
438,291101009,10452,adrian-peterson,20.1
439,291115016,10452,adrian-peterson,22.3
440,291122016,10452,adrian-peterson,9.8
441,291129016,10452,adrian-peterson,14.3
442,291206022,10452,adrian-peterson,6.5
443,291213016,10452,adrian-peterson,25.7
444,291220029,10452,adrian-peterson,16.8
445,291228003,10452,adrian-peterson,23.7
446,290913001,10453,ted-ginn,3.5
447,290921015,10453,ted-ginn,10.8
448,290927024,10453,ted-ginn,0.0
449,291004015,10453,ted-ginn,2.6
450,291012015,10453,ted-ginn,11.7
451,291025015,10453,ted-ginn,2.1
452,291101020,10453,ted-ginn,12.0
453,291108017,10453,ted-ginn,0.7
454,291115015,10453,ted-ginn,0.0
455,291119029,10453,ted-ginn,3.2
456,291129002,10453,ted-ginn,1.4
457,291206015,10453,ted-ginn,3.4
458,291213030,10453,ted-ginn,2.8
459,291220010,10453,ted-ginn,3.8
460,291227015,10453,ted-ginn,8.2
461,290913034,10454,amobi-okoye,0.0
462,290920010,10454,amobi-okoye,0.0
463,290927034,10454,amobi-okoye,0.0
464,291004034,10454,amobi-okoye,1.0
465,291011022,10454,amobi-okoye,0.5
466,291018004,10454,amobi-okoye,0.0
467,291025034,10454,amobi-okoye,0.0
468,291101002,10454,amobi-okoye,0.0
469,291123034,10454,amobi-okoye,0.0
470,291129034,10454,amobi-okoye,0.0
471,291206030,10454,amobi-okoye,0.0
472,291213034,10454,amobi-okoye,0.0
473,291220014,10454,amobi-okoye,0.0
474,291227015,10454,amobi-okoye,0.0
475,290913022,10455,patrick-willis,2.0
476,290920025,10455,patrick-willis,0.0
477,290927016,10455,patrick-willis,0.0
478,291004025,10455,patrick-willis,10.5
479,291011025,10455,patrick-willis,0.0
480,291025034,10455,patrick-willis,0.0
481,291101011,10455,patrick-willis,0.0
482,291108025,10455,patrick-willis,0.0
483,291112025,10455,patrick-willis,0.0
484,291122009,10455,patrick-willis,0.0
485,291129025,10455,patrick-willis,0.5
486,291206026,10455,patrick-willis,0.0
487,291214025,10455,patrick-willis,1.0
488,291220021,10455,patrick-willis,0.0
489,291227025,10455,patrick-willis,2.0
490,291004015,10456,marshawn-lynch,4.7
491,291011002,10456,marshawn-lynch,12.5
492,291018020,10456,marshawn-lynch,7.2
493,291025029,10456,marshawn-lynch,10.7
494,291101002,10456,marshawn-lynch,4.9
495,291115010,10456,marshawn-lynch,5.5
496,291122030,10456,marshawn-lynch,-0.2
497,291129002,10456,marshawn-lynch,1.5
498,291203002,10456,marshawn-lynch,12.4
499,291213012,10456,marshawn-lynch,9.4
500,291220002,10456,marshawn-lynch,2.5
501,291227001,10456,marshawn-lynch,1.6
502,290913034,10458,darrelle-revis,0.0
503,290920020,10458,darrelle-revis,2.0
504,290927020,10458,darrelle-revis,0.0
505,291004018,10458,darrelle-revis,0.0
506,291012015,10458,darrelle-revis,0.0
507,291018020,10458,darrelle-revis,0.0
508,291025013,10458,darrelle-revis,2.0
509,291101020,10458,darrelle-revis,0.0
510,291115020,10458,darrelle-revis,0.0
511,291122017,10458,darrelle-revis,0.0
512,291129020,10458,darrelle-revis,10.0
513,291203002,10458,darrelle-revis,2.0
514,291213027,10458,darrelle-revis,2.0
515,291220020,10458,darrelle-revis,0.0
516,291227011,10458,darrelle-revis,0.0
517,290920003,10459,lawrence-timmons,0.0
518,290927004,10459,lawrence-timmons,0.0
519,291004023,10459,lawrence-timmons,0.0
520,291011008,10459,lawrence-timmons,1.0
521,291018023,10459,lawrence-timmons,2.0
522,291025023,10459,lawrence-timmons,0.0
523,291115023,10459,lawrence-timmons,0.0
524,291122012,10459,lawrence-timmons,1.0
525,291129033,10459,lawrence-timmons,2.0
526,291206023,10459,lawrence-timmons,0.0
527,291210005,10459,lawrence-timmons,0.0
528,291220023,10459,lawrence-timmons,0.0
529,291227023,10459,lawrence-timmons,0.0
530,290913004,10462,leon-hall,0.0
531,290920009,10462,leon-hall,0.0
532,290927004,10462,leon-hall,0.0
533,291004005,10462,leon-hall,0.0
534,291011033,10462,leon-hall,2.0
535,291018004,10462,leon-hall,0.0
536,291025004,10462,leon-hall,4.0
537,291108004,10462,leon-hall,2.0
538,291115023,10462,leon-hall,0.0
539,291129004,10462,leon-hall,0.0
540,291213016,10462,leon-hall,2.0
541,291220024,10462,leon-hall,0.0
542,291227004,10462,leon-hall,2.0
543,290910023,10463,michael-griffin,0.0
544,290920010,10463,michael-griffin,0.0
545,290927020,10463,michael-griffin,0.0
546,291004030,10463,michael-griffin,0.0
547,291011010,10463,michael-griffin,0.0
548,291018017,10463,michael-griffin,0.0
549,291101010,10463,michael-griffin,0.0
550,291108025,10463,michael-griffin,0.0
551,291115010,10463,michael-griffin,0.0
552,291123034,10463,michael-griffin,0.0
553,291129010,10463,michael-griffin,0.0
554,291206011,10463,michael-griffin,0.0
555,291213010,10463,michael-griffin,0.0
556,291220010,10463,michael-griffin,2.0
557,291225010,10463,michael-griffin,0.0
558,291122019,10464,aaron-ross,0.0
559,291206019,10464,aaron-ross,0.0
560,291213019,10464,aaron-ross,0.0
561,290913011,10465,reggie-nelson,0.0
562,290920030,10465,reggie-nelson,0.0
563,290927034,10465,reggie-nelson,0.0
564,291004030,10465,reggie-nelson,0.0
565,291011026,10465,reggie-nelson,0.0
566,291018030,10465,reggie-nelson,0.0
567,291101010,10465,reggie-nelson,0.0
568,291108030,10465,reggie-nelson,0.0
569,291115020,10465,reggie-nelson,0.0
570,291122030,10465,reggie-nelson,0.0
571,291129025,10465,reggie-nelson,0.0
572,291206030,10465,reggie-nelson,0.0
573,291213030,10465,reggie-nelson,0.0
574,291217030,10465,reggie-nelson,0.0
575,291227017,10465,reggie-nelson,0.0
576,290913005,10466,brady-quinn,11.3
577,290920007,10466,brady-quinn,3.84
578,290927033,10466,brady-quinn,1.26
579,291101003,10466,brady-quinn,0.36
580,291116005,10466,brady-quinn,2.06
581,291122008,10466,brady-quinn,28.56
582,291129004,10466,brady-quinn,12.8
583,291206005,10466,brady-quinn,21.64
584,291210005,10466,brady-quinn,3.8
585,291220012,10466,brady-quinn,4.54
586,290913033,10467,dwayne-bowe,10.0
587,290920012,10467,dwayne-bowe,11.6
588,291004012,10467,dwayne-bowe,1.1
589,291011012,10467,dwayne-bowe,13.4
590,291018028,10467,dwayne-bowe,10.9
591,291025012,10467,dwayne-bowe,7.1
592,291108030,10467,dwayne-bowe,7.4
593,291115013,10467,dwayne-bowe,9.1
594,291220012,10467,dwayne-bowe,5.6
595,291227004,10467,dwayne-bowe,6.1
596,290914017,10468,brandon-meriweather,0.0
597,290920020,10468,brandon-meriweather,0.0
598,290927017,10468,brandon-meriweather,0.0
599,291004017,10468,brandon-meriweather,0.0
600,291011007,10468,brandon-meriweather,0.0
601,291018017,10468,brandon-meriweather,0.0
602,291025027,10468,brandon-meriweather,10.0
603,291108017,10468,brandon-meriweather,0.0
604,291115011,10468,brandon-meriweather,0.0
605,291122017,10468,brandon-meriweather,2.0
606,291130018,10468,brandon-meriweather,0.0
607,291206015,10468,brandon-meriweather,2.0
608,291213017,10468,brandon-meriweather,0.0
609,291220002,10468,brandon-meriweather,0.0
610,291227017,10468,brandon-meriweather,2.0
611,290913029,10469,jon-beason,2.0
612,290920001,10469,jon-beason,0.0
613,290928006,10469,jon-beason,1.0
614,291011029,10469,jon-beason,1.0
615,291018027,10469,jon-beason,0.0
616,291025029,10469,jon-beason,0.0
617,291101022,10469,jon-beason,0.0
618,291108018,10469,jon-beason,0.0
619,291115029,10469,jon-beason,0.0
620,291119029,10469,jon-beason,0.0
621,291129020,10469,jon-beason,0.0
622,291206029,10469,jon-beason,4.0
623,291213017,10469,jon-beason,0.0
624,291220029,10469,jon-beason,0.0
625,291227019,10469,jon-beason,1.0
626,290913027,10470,anthony-spencer,0.0
627,290920006,10470,anthony-spencer,0.0
628,290928006,10470,anthony-spencer,0.0
629,291004007,10470,anthony-spencer,0.0
630,291011012,10470,anthony-spencer,0.0
631,291025006,10470,anthony-spencer,0.0
632,291108021,10470,anthony-spencer,0.0
633,291115009,10470,anthony-spencer,0.0
634,291122006,10470,anthony-spencer,2.0
635,291126006,10470,anthony-spencer,2.0
636,291206019,10470,anthony-spencer,0.0
637,291213006,10470,anthony-spencer,0.0
638,291219018,10470,anthony-spencer,1.5
639,291227028,10470,anthony-spencer,0.5
640,290913018,10471,robert-meachem,11.1
641,290920021,10471,robert-meachem,2.6
642,290927002,10471,robert-meachem,0.0
643,291004018,10471,robert-meachem,3.2
644,291018018,10471,robert-meachem,13.2
645,291102018,10471,robert-meachem,4.7
646,291108018,10471,robert-meachem,15.8
647,291115014,10471,robert-meachem,12.8
648,291122027,10471,robert-meachem,13.0
649,291130018,10471,robert-meachem,12.9
650,291206028,10471,robert-meachem,26.2
651,291213001,10471,robert-meachem,6.1
652,291219018,10471,robert-meachem,4.3
653,291227018,10471,robert-meachem,13.3
654,290913009,10475,greg-olsen,0.8
655,290920003,10475,greg-olsen,4.1
656,290927026,10475,greg-olsen,10.4
657,291004003,10475,greg-olsen,6.1
658,291018001,10475,greg-olsen,11.7
659,291025004,10475,greg-olsen,2.4
660,291101003,10475,greg-olsen,4.0
661,291108003,10475,greg-olsen,25.1
662,291112025,10475,greg-olsen,7.5
663,291122003,10475,greg-olsen,4.2
664,291129016,10475,greg-olsen,4.5
665,291206003,10475,greg-olsen,0.1
666,291213003,10475,greg-olsen,1.4
667,291220033,10475,greg-olsen,0.8
668,291228003,10475,greg-olsen,10.7
669,290920030,10477,alan-branch,0.0
670,290927022,10477,alan-branch,0.0
671,291011022,10477,alan-branch,0.0
672,291018026,10477,alan-branch,0.0
673,291025019,10477,alan-branch,2.0
674,291206022,10477,alan-branch,0.0
675,291214025,10477,alan-branch,0.0
676,291220008,10477,alan-branch,0.0
677,291227022,10477,alan-branch,0.0
678,290914017,10478,paul-posluszny,0.0
679,291018020,10478,paul-posluszny,2.0
680,291025029,10478,paul-posluszny,0.0
