plyr_id,name,position,team
13259,javier-arenas,KR,ari
2482,mike-leach,LS,ari
14993,greg-zuerlein,PK,stl
15153,johnny-hekker,P,stl
15153,johnny-hekker,H,stl
14035,austin-pettis,PR,stl
15078,chris-givens,KR,stl
14676,jake-mcquaide,LS,stl
1440,phil-dawson,PK,sf
5713,andy-lee,P,sf
5713,andy-lee,H,sf
14890,lamichael-james,PR,sf
14890,lamichael-james,KR,sf
2361,brian-jennings,LS,sf
11923,steven-hauschka,PK,sea
10238,jon-ryan,P,sea
10238,jon-ryan,H,sea
13217,golden-tate,PR,sea
9701,will-blackmon,KR,sea
13573,clint-gresham,LS,sea
9354,robbie-gould,PK,chi
10545,adam-podlesh,P,chi
10545,adam-podlesh,H,chi
9643,devin-hester,PR,chi
9643,devin-hester,KR,chi
1577,patrick-mannelly,LS,chi
1716,david-akers,PK,det
15928,sam-martin,P,det
15928,sam-martin,H,det
10327,micheal-spurlock,PR,det
10327,micheal-spurlock,KR,det
8362,don-muhlbach,LS,det
10636,mason-crosby,PK,gb
12998,tim-masthay,P,gb
12998,tim-masthay,H,gb
14500,jeremy-ross,PR,gb
14500,jeremy-ross,KR,gb
11229,brett-goode,LS,gb
15058,blair-walsh,PK,min
15926,jeff-locke,P,min
15926,jeff-locke,H,min
13843,marcus-sherels,PR,min
15807,cordarrelle-patterson,KR,min
6044,cullen-loeffler,LS,min
4333,matt-bryant,PK,atl
14073,matt-bosher,P,atl
14073,matt-bosher,H,atl
13365,dominique-franks,PR,atl
14193,jacquizz-rodgers,KR,atl
15151,josh-harris,LS,atl
12460,graham-gano,PK,car
15051,brad-nortman,P,car
15051,brad-nortman,H,car
10453,ted-ginn,PR,car
10453,ted-ginn,KR,car
11759,j.j.-jansen,LS,car
11543,garrett-hartley,PK,no
12701,thomas-morstead,P,no
12701,thomas-morstead,H,no
8544,darren-sproles,PR,no
8544,darren-sproles,KR,no
13559,justin-drescher,LS,no
3413,lawrence-tynes,PK,tb
9263,michael-koenen,P,tb
9263,michael-koenen,H,tb
15385,eric-page,PR,tb
15127,michael-smith,KR,tb
9368,andrew-economos,LS,tb
11458,steve-johnson,WR,buf
15880,robert-woods,WR,buf
10572,scott-chandler,TE,buf
14215,lee-smith,TE,buf
14971,cordy-glenn,LT,buf
12636,colin-brown,LG,buf
12627,eric-wood,C,buf
12742,kraig-urbik,RG,buf
9399,erik-pears,RT,buf
14920,t.j.-graham,WR,buf
15839,marquise-goodwin,WR,buf
15803,ej-manuel,QB,buf
12733,frank-summers,FB,buf
13203,c.j.-spiller,RB,buf
10195,fred-jackson,RB,buf
12601,mike-wallace,WR,mia
15102,rishard-matthews,WR,mia
14145,charles-clay,TE,mia
14903,michael-egnew,TE,mia
14975,jonathan-martin,LT,mia
8495,richie-incognito,LG,mia
13974,mike-pouncey,C,mia
13278,john-jerry,RG,mia
5954,tyson-clabo,RT,mia
12568,brian-hartline,WR,mia
12567,brandon-gibson,WR,mia
14876,ryan-tannehill,QB,mia
15000,evan-rodriguez,FB,mia
14886,lamar-miller,RB,mia
14056,daniel-thomas,RB,mia
11674,danny-amendola,WR,ne
11387,matthew-slater,WR,ne
13229,rob-gronkowski,TE,ne
10287,daniel-fells,TE,ne
13964,nate-solder,LT,ne
8446,logan-mankins,LG,ne
11786,ryan-wendell,C,ne
9298,dan-connolly,RG,ne
12626,sebastian-vollmer,RT,ne
12649,julian-edelman,WR,ne
15998,josh-boyce,WR,ne
2330,tom-brady,QB,ne
16386,ben-bartholomew,FB,ne
14028,stevan-ridley,RB,ne
14017,shane-vereen,RB,ne
14910,stephen-hill,WR,nyj
9835,ben-obomanu,WR,nyj
13555,jeff-cumberland,TE,nyj
5531,kellen-winslow,TE,nyj
9590,d'brickashaw-ferguson,LT,nyj
13273,vladimir-ducasse,LG,nyj
9615,nick-mangold,C,nyj
9717,willie-colon,RG,nyj
13585,austin-howard,RT,nyj
14151,jeremy-kerley,WR,nyj
14209,clyde-gates,WR,nyj
12482,mark-sanchez,QB,nyj
15973,tommy-bohanon,FB,nyj
14129,bilal-powell,RB,nyj
13587,chris-ivory,RB,nyj
13216,demaryius-thomas,WR,den
11331,andre-caldwell,WR,den
8612,joel-dreessen,TE,den
11373,jacob-tamme,TE,den
11246,ryan-clady,LT,den
13261,zane-beadles,LG,den
10561,manny-ramirez,C,den
12744,louis-vasquez,RG,den
13996,orlando-franklin,RT,den
5941,wes-welker,WR,den
13271,eric-decker,WR,den
1428,peyton-manning,QB,den
11303,jacob-hester,FB,den
14895,ronnie-hillman,RB,den
15823,montee-ball,RB,den
10467,dwayne-bowe,WR,kc
13207,dexter-mccluster,WR,kc
9639,anthony-fasano,TE,kc
15847,travis-kelce,TE,kc
11249,branden-albert,LT,kc
14990,jeff-allen,LG,kc
14013,rodney-hudson,C,kc
13260,jon-asamoah,RG,kc
15790,eric-fisher,RT,kc
11267,donnie-avery,WR,kc
8416,alex-smith,QB,kc
14135,anthony-sherman,FB,kc
11307,jamaal-charles,RB,kc
15832,knile-davis,RB,kc
14153,denarius-moore,WR,oak
15896,brice-butler,WR,oak
14102,david-ausberry,TE,oak
13698,jeron-mastrud,TE,oak
13302,jared-veldheer,LT,oak
15354,lucas-nix,LG,oak
169,stefen-wisniewski,C,oak
10161,mike-brisiel,RG,oak
8466,khalif-barnes,RT,oak
15391,rod-streater,WR,oak
13363,jacoby-ford,WR,oak
11443,matt-flynn,QB,oak
11717,marcel-reece,FB,oak
11238,darren-mcfadden,RB,oak
12503,rashad-jennings,RB,oak
6016,malcom-floyd,WR,sd
14027,vincent-brown,WR,sd
5362,antonio-gates,TE,sd
12550,john-phillips,TE,sd
11464,king-dunlap,LT,sd
11330,chad-rinehart,LG,sd
5591,nick-hardwick,C,sd
9773,jeromey-clary,RG,sd
15792,d.j.-fluker,RT,sd
11276,eddie-royal,WR,sd
15818,keenan-allen,WR,sd
5529,philip-rivers,QB,sd
10580,le'ron-mcclain,FB,sd
13204,ryan-mathews,RB,sd
8417,ronnie-brown,RB,sd
14032,torrey-smith,WR,bal
1858,brandon-stokley,WR,bal
13272,ed-dickson,TE,bal
4482,dallas-clark,TE,bal
3535,bryant-mckinnie,LT,bal
14957,kelechi-osemele,LG,bal
14999,gino-gradkowski,C,bal
10530,marshal-yanda,RG,bal
12621,michael-oher,RT,bal
10517,jacoby-jones,WR,bal
14190,tandon-doss,WR,bal
11252,joe-flacco,QB,bal
6301,vonta-leach,FB,bal
11289,ray-rice,RB,bal
14891,bernard-pierce,RB,bal
13983,a.j.-green,WR,cin
12597,brandon-tate,WR,cin
13228,jermaine-gresham,TE,cin
15788,tyler-eifert,TE,cin
9641,andrew-whitworth,LT,cin
14178,clint-boling,LG,cin
11136,kyle-cook,C,cin
14931,kevin-zeitler,RG,cin
12622,andre-smith,RT,cin
14922,mohamed-sanu,WR,cin
15072,marvin-jones,WR,cin
14012,andy-dalton,QB,cin
14902,orson-charles,FB,cin
11754,benjarvus-green-ellis,RB,cin
15826,giovani-bernard,RB,cin
14024,greg-little,WR,cle
11678,davone-bess,WR,cle
14189,jordan-cameron,TE,cle
11364,gary-barnidge,TE,cle
10448,joe-thomas,LT,cle
14111,jason-pinkston,LG,cle
12616,alex-mack,C,cle
13283,shawn-lauvao,RG,cle
14951,mitchell-schwartz,RT,cle
15705,josh-gordon,WR,cle
15062,travis-benjamin,WR,cle
14878,brandon-weeden,QB,cle
12517,chris-ogbonnaya,FB,cle
14884,trent-richardson,RB,cle
10507,brandon-jackson,RB,cle
13295,emmanuel-sanders,WR,pit
15873,markus-wheaton,WR,pit
8444,heath-miller,TE,pit
12506,david-johnson,TE,pit
8133,mike-adams,LT,pit
12883,ramon-foster,LG,pit
13250,maurkice-pouncey,C,pit
14935,david-decastro,RG,pit
13998,marcus-gilbert,RT,pit
13934,antonio-brown,WR,pit
5633,jerricho-cotchery,WR,pit
5536,ben-roethlisberger,QB,pit
14870,will-johnson,FB,pit
12898,isaac-redman,RB,pit
15825,le'veon-bell,RB,pit
4461,andre-johnson,WR,hou
14916,keshawn-martin,WR,hou
9684,owen-daniels,TE,hou
13371,garrett-graham,TE,hou
11260,duane-brown,LT,hou
4536,wade-smith,LG,hou
8614,chris-myers,C,hou
14962,brandon-brooks,RG,hou
14197,derek-newton,RT,hou
15795,deandre-hopkins,WR,hou
14570,lestar-jean,WR,hou
5615,matt-schaub,QB,hou
5580,greg-b.-jones,FB,hou
12497,arian-foster,RB,hou
13210,ben-tate,RB,hou
2578,reggie-wayne,WR,ind
15033,lavon-brazill,WR,ind
14901,dwayne-allen,TE,ind
14900,coby-fleener,TE,ind
13970,anthony-castonzo,LT,ind
11429,donald-thomas,LG,ind
10504,samson-satele,C,ind
11343,mike-mcglynn,RG,ind
11251,gosder-cherilus,RT,ind
12570,darrius-heyward-bey,WR,ind
14924,t.y.-hilton,WR,ind
14874,andrew-luck,QB,ind
14104,stanley-havili,FB,ind
14898,vick-ballard,RB,ind
12489,donald-brown,RB,ind
14184,cecil-shorts,WR,jac
15448,mike-brown,WR,jac
9614,marcedes-lewis,TE,jac
14433,allen-reisner,TE,jac
12620,eugene-monroe,LT,jac
14042,will-rackley,LG,jac
2191,brad-meester,C,jac
10592,uche-nwaneri,RG,jac
15796,luke-joeckel,RT,jac
14907,justin-blackmon,WR,jac
16022,ace-sanders,WR,jac
13987,blaine-gabbert,QB,jac
12850,will-ta'ufo'ou,FB,jac
9646,maurice-jones-drew,RB,jac
11467,justin-forsett,RB,jac
9307,nate-washington,WR,ten
14909,kendall-wright,WR,ten
9761,delanie-walker,TE,ten
15067,taylor-thompson,TE,ten
8455,michael-roos,LT,ten
12614,andy-levitre,LG,ten
11601,fernando-velasco,C,ten
15814,chance-warmack,RG,ten
8527,david-stewart,RT,ten
12556,kenny-britt,WR,ten
13219,damian-williams,WR,ten
13969,jake-locker,QB,ten
11319,craig-stevens,FB,ten
11258,chris-johnson,RB,ten
12500,shonn-greene,RB,ten
13215,dez-bryant,WR,dal
15878,terrance-williams,WR,dal
4527,jason-witten,TE,dal
14906,james-hanna,TE,dal
13978,tyron-smith,LT,dal
10207,nate-livings,LG,dal
15793,travis-frederick,C,dal
11484,mackenzy-bernadeau,RG,dal
10565,doug-free,RT,dal
10147,miles-austin,WR,dal
14100,dwayne-harris,WR,dal
5209,tony-romo,QB,dal
14005,demarco-murray,RB,dal
15369,lance-dunbar,RB,dal
12586,hakeem-nicks,WR,nyg
14911,rueben-randle,WR,nyg
12705,brandon-myers,TE,nyg
12548,bear-pascoe,TE,nyg
12610,will-beatty,LT,nyg
9762,kevin-boothe,LG,nyg
8447,david-baas,C,nyg
5559,chris-snee,RG,nyg
4618,david-diehl,RT,nyg
13553,victor-cruz,WR,nyg
12585,louis-murphy,WR,nyg
5526,eli-manning,QB,nyg
14608,henry-hynoski,FB,nyg
14887,david-wilson,RB,nyg
12490,andre-brown,RB,nyg
11283,desean-jackson,WR,phi
15624,damaris-johnson,WR,phi
10605,brent-celek,TE,phi
13376,clay-harbor,TE,phi
6012,jason-peters,LT,phi
8493,evan-mathis,LG,phi
14124,jason-kelce,C,phi
8540,todd-herremans,RG,phi
15797,lane-johnson,RT,phi
13225,riley-cooper,WR,phi
9695,jason-avant,WR,phi
2549,michael-vick,QB,phi
12535,james-casey,FB,phi
12514,lesean-mccoy,RB,phi
15092,bryce-brown,RB,phi
11439,pierre-garcon,WR,wsh
14164,aldrick-robinson,WR,wsh
11282,fred-davis,TE,wsh
13726,logan-paulsen,TE,wsh
13241,trent-williams,LT,wsh
11342,kory-lichtensteiger,LG,wsh
9820,will-montgomery,C,wsh
9642,chris-chester,RG,wsh
11572,tyler-polumbus,RT,wsh
11408,josh-morgan,WR,wsh
14021,leonard-hankerson,WR,wsh
14875,robert-griffin-iii,QB,wsh
13097,darrel-young,FB,wsh
15009,alfred-morris,RB,wsh
14192,roy-helu,RB,wsh
5528,larry-fitzgerald,WR,ari
16172,jaron-brown,WR,ari
14009,rob-housler,TE,ari
12553,kory-sperry,TE,ari
10450,levi-brown,LT,ari
9633,daryn-colledge,LG,ari
11075,lyle-sendlein,C,ari
12651,paul-fanaika,RG,ari
9652,eric-winston,RT,ari
14908,michael-floyd,WR,ari
13226,andre-roberts,WR,ari
4459,carson-palmer,QB,ari
11257,rashard-mendenhall,RB,ari
14051,ryan-williams,RB,ari
15078,chris-givens,WR,stl
14914,brian-quick,WR,stl
12537,jared-cook,TE,stl
14007,lance-kendricks,TE,stl
11234,jake-long,LT,stl
13460,shelley-smith,LG,stl
5776,scott-wells,C,stl
9500,harvey-dahl,RG,stl
13294,rodger-saffold,RT,stl
15786,tavon-austin,WR,stl
14035,austin-pettis,WR,stl
13197,sam-bradford,QB,stl
16294,eric-stevens,FB,stl
15111,daryl-richardson,RB,stl
14888,isaiah-pead,RB,stl
13488,kyle-williams,WR,sf
13188,chad-hall,WR,sf
9592,vernon-davis,TE,sf
15853,vance-mcdonald,TE,sf
10472,joe-staley,LT,sf
13246,mike-iupati,LG,sf
3682,jonathan-goodwin,C,sf
12910,alex-boone,RG,sf
13253,anthony-davis,RT,sf
4512,anquan-boldin,WR,sf
12561,austin-collie,WR,sf
14001,colin-kaepernick,QB,sf
14083,bruce-miller,FB,sf
8479,frank-gore,RB,sf
14890,lamichael-james,RB,sf
10488,sidney-rice,WR,sea
12569,percy-harvin,WR,sea
10482,zach-miller,TE,sea
16121,luke-willson,TE,sea
13242,russell-okung,LT,sea
9655,paul-mcquistan,LG,sea
12624,max-unger,C,sea
15025,j.r.-sweezy,RG,sea
11384,breno-giacomini,RT,sea
13217,golden-tate,WR,sea
13490,stephen-williams,WR,sea
14881,russell-wilson,QB,sea
9686,michael-robinson,FB,sea
10456,marshawn-lynch,RB,sea
14894,robert-turbin,RB,sea
9705,brandon-marshall,WR,chi
11304,earl-bennett,WR,chi
11295,martellus-bennett,TE,chi
13863,steve-maneri,TE,chi
10568,jermon-bushrod,LT,chi
12728,matt-slauson,LG,chi
2648,roberto-garza,C,chi
15801,kyle-long,RG,chi
16004,jordan-mills,RT,chi
14912,alshon-jeffery,WR,chi
15659,joe-anderson,WR,chi
9597,jay-cutler,QB,chi
12496,tony-fiammetta,FB,chi
11278,matt-forte,RB,chi
10544,michael-bush,RB,chi
10447,calvin-johnson,WR,det
14919,ryan-broyles,WR,det
12549,brandon-pettigrew,TE,det
9647,tony-scheffler,TE,det
14930,riley-reiff,LT,det
9714,rob-sims,LG,det
2598,dominic-raiola,C,det
8543,dylan-gandy,RG,det
13364,jason-fox,RT,det
4529,nate-burleson,WR,det
15474,pat-edwards,WR,det
12483,matthew-stafford,QB,det
14094,shaun-chapas,FB,det
9588,reggie-bush,RB,det
14052,mikel-leshoure,RB,det
11270,jordy-nelson,WR,gb
10522,james-jones,WR,gb
11325,jermichael-finley,TE,gb
13440,andrew-quarless,TE,gb
15963,david-bakhtiari,LT,gb
11382,josh-sitton,LG,gb
12972,evan-dietrich-smith,C,gb
12680,t.j.-lang,RG,gb
15409,don-barclay,RT,gb
14053,randall-cobb,WR,gb
15358,jarrett-boykin,WR,gb
8439,aaron-rodgers,QB,gb
9530,john-kuhn,FB,gb
15848,eddie-lacy,RB,gb
13214,james-starks,RB,gb
9638,greg-jennings,WR,min
14918,jarius-wright,WR,min
14054,kyle-rudolph,TE,min
11272,john-carlson,TE,min
14928,matt-kalil,LT,min
9785,charlie-johnson,LG,min
11421,john-sullivan,C,min
14208,brandon-fusco,RG,min
12615,phil-loadholt,RT,min
11280,jerome-simpson,WR,min
15807,cordarrelle-patterson,WR,min
13966,christian-ponder,QB,min
11369,jerome-felton,FB,min
10452,adrian-peterson,RB,min
13211,toby-gerhart,RB,min
13982,julio-jones,WR,atl
11318,harry-douglas,WR,atl
1231,tony-gonzalez,TE,atl
12536,chase-coffman,TE,atl
11255,sam-baker,LT,atl
10483,justin-blalock,LG,atl
14968,peter-konz,C,atl
12718,garrett-reynolds,RG,atl
14986,lamar-holmes,RT,atl
8442,roddy-white,WR,atl
14478,drew-davis,WR,atl
11237,matt-ryan,QB,atl
15050,bradie-ewing,FB,atl
5549,steven-jackson,RB,atl
14193,jacquizz-rodgers,RB,atl
2622,steve-smith,WR,car
13275,armanti-edwards,WR,car
10475,greg-olsen,TE,car
5593,ben-hartsock,TE,car
4466,jordan-gross,LT,car
14981,amini-silatolu,LG,car
10503,ryan-kalil,C,car
12906,garry-williams,RG,car
14753,byron-bell,RT,car
12576,brandon-lafell,WR,car
9716,domenik-hixon,WR,car
13994,cam-newton,QB,car
11658,mike-tolbert,FB,car
9613,deangelo-williams,RB,car
15921,kenjon-barner,RB,car
9838,marques-colston,WR,no
14921,nick-toon,WR,no
13232,jimmy-graham,TE,no
5557,benjamin-watson,TE,no
13263,charles-brown,LT,no
10473,ben-grubbs,LG,no
11692,brian-de-la-puente,C,no
9694,jahri-evans,RG,no
9796,zach-strief,RT,no
9400,lance-moore,WR,no
13872,andy-tanner,WR,no
2580,drew-brees,QB,no
11517,jed-collins,FB,no
10713,pierre-thomas,RB,no
13981,mark-ingram,RB,no
8475,vincent-jackson,WR,tb
12588,kevin-ogletree,WR,tb
14099,luke-stocker,TE,tb
13102,tom-crabtree,TE,tb
10062,donald-penn,LT,tb
11398,carl-nicks,LG,tb
11317,jeremy-zuttah,C,tb
9609,davin-joseph,RG,tb
13050,demar-dotson,RT,tb
13489,mike-williams,WR,tb
12600,tiquan-underwood,WR,tb
12473,josh-freeman,QB,tb
13407,erik-lorig,FB,tb
14885,doug-martin,RB,tb
10496,brian-leonard,RB,tb
