game_id,coach_id,team,is_home,year
300919006,85,dal,1,2010
300919006,38,chi,0,2010
300919007,73,den,1,2010
300919007,83,sea,0,2010
300919008,71,det,1,2010
300919008,23,phi,0,2010
300919009,58,gb,1,2010
300919009,81,buf,0,2010
300919010,12,ten,1,2010
300919010,63,pit,0,2010
300919011,76,ind,1,2010
300919011,35,nyg,0,2010
300919013,69,oak,1,2010
300919013,50,stl,0,2010
300919016,86,min,1,2010
300919016,65,mia,0,2010
300919020,72,nyj,1,2010
300919020,2,ne,0,2010
300919024,44,sd,1,2010
300919024,5,jac,0,2010
300919028,25,wsh,1,2010
300919028,56,hou,0,2010
300919029,13,car,1,2010
300919029,75,tb,0,2010
300920025,70,sf,1,2010
300920025,42,no,0,2010
300926007,73,den,1,2010
300926007,76,ind,0,2010
300926012,77,kc,1,2010
300926012,70,sf,0,2010
300926014,50,stl,1,2010
300926014,25,wsh,0,2010
300926015,65,mia,1,2010
300926015,72,nyj,0,2010
300926016,86,min,1,2010
300926016,71,det,0,2010
300926017,2,ne,1,2010
300926017,81,buf,0,2010
300926018,42,no,1,2010
300926018,67,atl,0,2010
300926019,35,nyg,1,2010
300926019,12,ten,0,2010
300926022,59,ari,1,2010
300926022,69,oak,0,2010
300926026,83,sea,1,2010
300926026,44,sd,0,2010
300926027,75,tb,1,2010
300926027,63,pit,0,2010
300926029,13,car,1,2010
300926029,18,cin,0,2010
300926030,5,jac,1,2010
300926030,23,phi,0,2010
300926033,68,bal,1,2010
300926033,54,cle,0,2010
300926034,56,hou,1,2010
300926034,85,dal,0,2010
300927003,38,chi,1,2010
300927003,58,gb,0,2010
301003001,67,atl,1,2010
301003001,70,sf,0,2010
301003002,81,buf,1,2010
301003002,72,nyj,0,2010
301003005,54,cle,1,2010
301003005,18,cin,0,2010
301003009,58,gb,1,2010
301003009,71,det,0,2010
301003010,12,ten,1,2010
301003010,73,den,0,2010
301003013,69,oak,1,2010
301003013,56,hou,0,2010
301003014,50,stl,1,2010
301003014,83,sea,0,2010
301003018,42,no,1,2010
301003018,13,car,0,2010
301003019,35,nyg,1,2010
301003019,38,chi,0,2010
301003021,23,phi,1,2010
301003021,25,wsh,0,2010
301003023,63,pit,1,2010
301003023,68,bal,0,2010
301003024,44,sd,1,2010
301003024,59,ari,0,2010
301003030,5,jac,1,2010
301003030,76,ind,0,2010
301004015,65,mia,1,2010
301004015,2,ne,0,2010
301010002,81,buf,1,2010
301010002,5,jac,0,2010
301010004,18,cin,1,2010
301010004,75,tb,0,2010
301010005,54,cle,1,2010
301010005,67,atl,0,2010
301010006,85,dal,1,2010
301010006,12,ten,0,2010
301010008,71,det,1,2010
301010008,50,stl,0,2010
301010011,76,ind,1,2010
301010011,77,kc,0,2010
301010013,69,oak,1,2010
301010013,44,sd,0,2010
301010022,59,ari,1,2010
301010022,42,no,0,2010
301010025,70,sf,1,2010
301010025,23,phi,0,2010
301010028,25,wsh,1,2010
301010028,58,gb,0,2010
301010029,13,car,1,2010
301010029,38,chi,0,2010
301010033,68,bal,1,2010
301010033,73,den,0,2010
301010034,56,hou,1,2010
301010034,35,nyg,0,2010
301011020,72,nyj,1,2010
301011020,86,min,0,2010
301017003,38,chi,1,2010
301017003,83,sea,0,2010
301017007,73,den,1,2010
301017007,72,nyj,0,2010
301017009,58,gb,1,2010
301017009,65,mia,0,2010
301017014,50,stl,1,2010
301017014,44,sd,0,2010
301017016,86,min,1,2010
301017016,85,dal,0,2010
301017017,2,ne,1,2010
301017017,68,bal,0,2010
301017019,35,nyg,1,2010
301017019,71,det,0,2010
301017021,23,phi,1,2010
301017021,67,atl,0,2010
301017023,63,pit,1,2010
301017023,54,cle,0,2010
301017025,70,sf,1,2010
301017025,69,oak,0,2010
301017027,75,tb,1,2010
301017027,42,no,0,2010
301017028,25,wsh,1,2010
301017028,76,ind,0,2010
301017034,56,hou,1,2010
301017034,77,kc,0,2010
301018030,5,jac,1,2010
301018030,12,ten,0,2010
301024001,67,atl,1,2010
301024001,18,cin,0,2010
301024003,38,chi,1,2010
301024003,25,wsh,0,2010
301024007,73,den,1,2010
301024007,69,oak,0,2010
301024009,58,gb,1,2010
301024009,86,min,0,2010
301024010,12,ten,1,2010
301024010,23,phi,0,2010
301024012,77,kc,1,2010
301024012,5,jac,0,2010
301024015,65,mia,1,2010
301024015,63,pit,0,2010
301024018,42,no,1,2010
301024018,54,cle,0,2010
301024024,44,sd,1,2010
301024024,2,ne,0,2010
301024026,83,sea,1,2010
301024026,59,ari,0,2010
301024027,75,tb,1,2010
301024027,50,stl,0,2010
301024029,13,car,1,2010
301024029,70,sf,0,2010
301024033,68,bal,1,2010
301024033,81,buf,0,2010
301025006,85,dal,1,2010
301025006,35,nyg,0,2010
301031004,18,cin,1,2010
301031004,65,mia,0,2010
301031006,85,dal,1,2010
301031006,5,jac,0,2010
301031008,71,det,1,2010
301031008,25,wsh,0,2010
301031012,77,kc,1,2010
301031012,81,buf,0,2010
301031013,69,oak,1,2010
301031013,83,sea,0,2010
301031014,50,stl,1,2010
301031014,13,car,0,2010
301031017,2,ne,1,2010
301031017,86,min,0,2010
301031018,42,no,1,2010
301031018,63,pit,0,2010
301031020,72,nyj,1,2010
301031020,58,gb,0,2010
301031022,59,ari,1,2010
301031022,75,tb,0,2010
301031024,44,sd,1,2010
301031024,12,ten,0,2010
301031025,70,sf,1,2010
301031025,73,den,0,2010
301101011,76,ind,1,2010
301101011,56,hou,0,2010
301107001,67,atl,1,2010
301107001,75,tb,0,2010
301107002,81,buf,1,2010
301107002,38,chi,0,2010
301107005,54,cle,1,2010
301107005,2,ne,0,2010
301107008,71,det,1,2010
301107008,72,nyj,0,2010
301107009,58,gb,1,2010
301107009,85,dal,0,2010
301107013,69,oak,1,2010
301107013,77,kc,0,2010
301107016,86,min,1,2010
301107016,59,ari,0,2010
301107021,23,phi,1,2010
301107021,76,ind,0,2010
301107026,83,sea,1,2010
301107026,35,nyg,0,2010
301107029,13,car,1,2010
301107029,42,no,0,2010
301107033,68,bal,1,2010
301107033,65,mia,0,2010
301107034,56,hou,1,2010
301107034,44,sd,0,2010
301108004,18,cin,1,2010
301108004,63,pit,0,2010
301111001,67,atl,1,2010
301111001,68,bal,0,2010
301114002,81,buf,1,2010
301114002,71,det,0,2010
301114003,38,chi,1,2010
301114003,86,min,0,2010
301114005,54,cle,1,2010
301114005,72,nyj,0,2010
301114007,73,den,1,2010
301114007,77,kc,0,2010
301114011,76,ind,1,2010
301114011,18,cin,0,2010
301114015,65,mia,1,2010
301114015,12,ten,0,2010
301114019,35,nyg,1,2010
301114019,85,dal,0,2010
301114022,59,ari,1,2010
301114022,83,sea,0,2010
301114023,63,pit,1,2010
301114023,2,ne,0,2010
301114025,70,sf,1,2010
301114025,50,stl,0,2010
301114027,75,tb,1,2010
301114027,13,car,0,2010
301114030,5,jac,1,2010
301114030,56,hou,0,2010
301115028,25,wsh,1,2010
301115028,23,phi,0,2010
301118015,65,mia,1,2010
301118015,38,chi,0,2010
301121004,18,cin,1,2010
301121004,81,buf,0,2010
301121006,85,dal,1,2010
301121006,71,det,0,2010
301121010,12,ten,1,2010
301121010,25,wsh,0,2010
301121012,77,kc,1,2010
301121012,59,ari,0,2010
301121014,50,stl,1,2010
301121014,67,atl,0,2010
301121016,86,min,1,2010
301121016,58,gb,0,2010
301121017,2,ne,1,2010
301121017,76,ind,0,2010
301121018,42,no,1,2010
301121018,83,sea,0,2010
301121020,72,nyj,1,2010
301121020,56,hou,0,2010
301121021,23,phi,1,2010
301121021,35,nyg,0,2010
301121023,63,pit,1,2010
301121023,69,oak,0,2010
301121025,70,sf,1,2010
301121025,75,tb,0,2010
301121029,13,car,1,2010
301121029,68,bal,0,2010
301121030,5,jac,1,2010
301121030,54,cle,0,2010
301122024,44,sd,1,2010
301122024,73,den,0,2010
301125006,85,dal,1,2010
301125006,42,no,0,2010
301125008,71,det,1,2010
301125008,2,ne,0,2010
301125020,72,nyj,1,2010
301125020,18,cin,0,2010
301128001,67,atl,1,2010
301128001,58,gb,0,2010
301128002,81,buf,1,2010
301128002,63,pit,0,2010
301128003,38,chi,1,2010
301128003,23,phi,0,2010
301128005,54,cle,1,2010
301128005,13,car,0,2010
301128007,73,den,1,2010
301128007,50,stl,0,2010
301128011,76,ind,1,2010
301128011,44,sd,0,2010
301128013,69,oak,1,2010
301128013,65,mia,0,2010
301128019,35,nyg,1,2010
301128019,5,jac,0,2010
301128026,83,sea,1,2010
301128026,77,kc,0,2010
301128028,25,wsh,1,2010
301128028,86,min,0,2010
301128033,68,bal,1,2010
301128033,75,tb,0,2010
301128034,56,hou,1,2010
301128034,12,ten,0,2010
301129022,59,ari,1,2010
301129022,70,sf,0,2010
301202021,23,phi,1,2010
301202021,56,hou,0,2010
301205004,18,cin,1,2010
301205004,42,no,0,2010
301205008,71,det,1,2010
301205008,38,chi,0,2010
301205009,58,gb,1,2010
301205009,70,sf,0,2010
301205010,12,ten,1,2010
301205010,5,jac,0,2010
301205011,76,ind,1,2010
301205011,85,dal,0,2010
301205012,77,kc,1,2010
301205012,73,den,0,2010
301205015,65,mia,1,2010
301205015,54,cle,0,2010
301205016,86,min,1,2010
301205016,81,buf,0,2010
301205019,35,nyg,1,2010
301205019,25,wsh,0,2010
301205022,59,ari,1,2010
301205022,50,stl,0,2010
301205024,44,sd,1,2010
301205024,69,oak,0,2010
301205026,83,sea,1,2010
301205026,13,car,0,2010
301205027,75,tb,1,2010
301205027,67,atl,0,2010
301205033,68,bal,1,2010
301205033,63,pit,0,2010
301206017,2,ne,1,2010
301206017,72,nyj,0,2010
301209010,12,ten,1,2010
301209010,76,ind,0,2010
301212002,81,buf,1,2010
301212002,54,cle,0,2010
301212003,38,chi,1,2010
301212003,2,ne,0,2010
301212006,85,dal,1,2010
301212006,23,phi,0,2010
301212008,71,det,1,2010
301212008,58,gb,0,2010
301212018,42,no,1,2010
301212018,50,stl,0,2010
301212020,72,nyj,1,2010
301212020,65,mia,0,2010
301212022,59,ari,1,2010
301212022,73,den,0,2010
301212023,63,pit,1,2010
301212023,18,cin,0,2010
301212024,44,sd,1,2010
301212024,77,kc,0,2010
301212025,70,sf,1,2010
301212025,83,sea,0,2010
301212028,25,wsh,1,2010
301212028,75,tb,0,2010
301212029,13,car,1,2010
301212029,67,atl,0,2010
301212030,5,jac,1,2010
301212030,69,oak,0,2010
301213016,86,min,1,2010
301213016,35,nyg,0,2010
301213034,56,hou,1,2010
301213034,68,bal,0,2010
301216024,44,sd,1,2010
301216024,70,sf,0,2010
301219004,18,cin,1,2010
301219004,54,cle,0,2010
301219006,85,dal,1,2010
301219006,25,wsh,0,2010
301219010,12,ten,1,2010
301219010,56,hou,0,2010
301219011,76,ind,1,2010
301219011,5,jac,0,2010
301219013,69,oak,1,2010
301219013,73,den,0,2010
301219014,50,stl,1,2010
301219014,77,kc,0,2010
301219015,65,mia,1,2010
301219015,81,buf,0,2010
301219017,2,ne,1,2010
301219017,58,gb,0,2010
301219019,35,nyg,1,2010
301219019,23,phi,0,2010
301219023,63,pit,1,2010
301219023,72,nyj,0,2010
301219026,83,sea,1,2010
301219026,67,atl,0,2010
301219027,75,tb,1,2010
301219027,71,det,0,2010
301219029,13,car,1,2010
301219029,59,ari,0,2010
301219033,68,bal,1,2010
301219033,42,no,0,2010
301220016,86,min,1,2010
301220016,38,chi,0,2010
301223023,63,pit,1,2010
301223023,13,car,0,2010
301225022,59,ari,1,2010
301225022,85,dal,0,2010
301226002,81,buf,1,2010
301226002,2,ne,0,2010
301226003,38,chi,1,2010
301226003,72,nyj,0,2010
301226004,18,cin,1,2010
301226004,44,sd,0,2010
301226005,54,cle,1,2010
301226005,68,bal,0,2010
301226007,73,den,1,2010
301226007,56,hou,0,2010
301226009,58,gb,1,2010
301226009,35,nyg,0,2010
301226012,77,kc,1,2010
