count,game_id,plyr_id
390,320101014,8416
391,320114025,8416
392,320122025,8416
393,320909009,8416
394,320916025,8416
395,320923016,8416
396,320930020,8416
397,321007025,8416
398,321014025,8416
399,321018025,8416
400,321029022,8416
401,321111025,8416
402,321230025,8416
403,330112025,8416
404,330120001,8416
405,330203025,8416
406,290913001,8417
407,290921015,8417
408,290927024,8417
409,291004015,8417
410,291012015,8417
411,291025015,8417
412,291101020,8417
413,291108017,8417
414,291115015,8417
415,300912002,8417
416,300919016,8417
417,300926015,8417
418,301004015,8417
419,301017009,8417
420,301024015,8417
421,301031004,8417
422,301107033,8417
423,301114015,8417
424,301118015,8417
425,301128013,8417
426,301205015,8417
427,301212020,8417
428,301219015,8417
429,301226015,8417
430,310102017,8417
431,310911014,8417
432,310918001,8417
433,310925021,8417
434,311002021,8417
435,311009002,8417
436,311016028,8417
437,311030021,8417
438,311107021,8417
439,311113021,8417
440,311120019,8417
441,311127021,8417
442,311201026,8417
443,311211015,8417
444,311218021,8417
445,311224006,8417
446,320101021,8417
447,320910013,8417
448,320916024,8417
449,320930012,8417
450,321007018,8417
451,321015024,8417
452,321028005,8417
453,321101024,8417
454,321111027,8417
455,321118007,8417
456,321125024,8417
457,321202024,8417
458,321209023,8417
459,321223020,8417
460,321230024,8417
461,290913005,8418
462,290920007,8418
463,290927033,8418
464,291004005,8418
465,291012015,8418
466,291018020,8418
467,291025013,8418
468,291101020,8418
469,291115020,8418
470,291122017,8418
471,291129020,8418
472,291203002,8418
473,291213027,8418
474,291220020,8418
475,291227011,8418
476,300103020,8418
477,300109004,8418
478,300117024,8418
479,300124011,8418
480,300913020,8418
481,300919020,8418
482,300926015,8418
483,301003002,8418
484,301011020,8418
485,301017007,8418
486,301031020,8418
487,301107008,8418
488,301114005,8418
489,301121020,8418
490,301125020,8418
491,301206017,8418
492,301212020,8418
493,301219023,8418
494,301226003,8418
495,310102020,8418
496,310108011,8418
497,310116017,8418
498,310123023,8418
499,310911025,8418
500,310918025,8418
501,311030025,8418
502,311106028,8418
503,311113025,8418
504,311120025,8418
505,311124033,8418
506,311211022,8418
507,311224026,8418
508,320909022,8418
509,320916026,8418
510,320924026,8418
511,320930014,8418
512,321007029,8418
513,321014026,8418
514,321018025,8418
515,321111026,8418
516,321125015,8418
517,321202003,8418
518,321217010,8418
519,321223020,8418
520,321230002,8418
521,290913004,8419
522,290920009,8419
523,290927004,8419
524,291004005,8419
525,291011033,8419
526,291018004,8419
527,291025004,8419
528,291108004,8419
529,291115023,8419
530,291206004,8419
531,291213016,8419
532,291220024,8419
533,291227004,8419
534,300109004,8419
535,300912017,8419
536,300919004,8419
537,300926029,8419
538,301003005,8419
539,301010004,8419
540,301024001,8419
541,301031004,8419
542,301108004,8419
543,301114011,8419
544,301121004,8419
545,301125020,8419
546,301205004,8419
547,301212023,8419
548,301219004,8419
549,301226004,8419
550,310102033,8419
551,310911005,8419
552,310918007,8419
553,310925004,8419
554,311002004,8419
555,311009030,8419
556,311016004,8419
557,311106010,8419
558,311113004,8419
559,311120033,8419
560,311127004,8419
561,311204023,8419
562,311211004,8419
563,311218014,8419
564,311224004,8419
565,320101004,8419
566,320107034,8419
567,320909009,8419
568,320913009,8419
569,320924026,8419
570,320930009,8419
571,321007011,8419
572,290913027,8420
573,290920002,8420
574,290927027,8420
575,291004028,8420
576,291011021,8420
577,291018027,8420
578,291025027,8420
579,291108027,8420
580,291115015,8420
581,291122027,8420
582,291129001,8420
583,291206029,8420
584,291213027,8420
585,291220026,8420
586,291227018,8420
587,300103027,8420
588,300912027,8420
589,300919029,8420
590,300926027,8420
591,301010004,8420
592,301017027,8420
593,301024027,8420
594,301031022,8420
595,301107001,8420
596,301114027,8420
597,301121025,8420
598,301128033,8420
599,301205027,8420
600,301212028,8420
601,301219027,8420
602,301226027,8420
603,310102018,8420
604,310911014,8420
605,310919019,8420
606,310925014,8420
607,311016009,8420
608,311023006,8420
609,311030014,8420
610,311106022,8420
611,311212026,8420
612,311218014,8420
613,311224023,8420
614,320101014,8420
615,300912017,8421
616,300919004,8421
617,301003005,8421
618,301010004,8421
619,301024001,8421
620,311030026,8421
621,311120033,8421
622,311127004,8421
623,311204023,8421
624,311211004,8421
625,311218014,8421
626,311224004,8421
627,320101004,8421
628,320107034,8421
629,320910033,8421
630,320916004,8421
631,320923028,8421
632,320930030,8421
633,321007004,8421
634,321014005,8421
635,321021004,8421
636,321104004,8421
637,321111004,8421
638,321118012,8421
639,321125004,8421
640,321202024,8421
641,321209004,8421
642,321213021,8421
643,321223023,8421
644,321230004,8421
645,330105034,8421
646,290913022,8423
647,290920030,8423
648,290927022,8423
649,291011022,8423
650,291018026,8423
651,291025019,8423
652,291101022,8423
653,291108003,8423
654,291115022,8423
655,291122014,8423
656,291129010,8423
657,291206022,8423
658,291214025,8423
659,291220008,8423
660,291227022,8423
661,300110022,8423
662,300116018,8423
663,300912019,8423
664,300919011,8423
665,300926019,8423
666,301003019,8423
667,301010034,8423
668,301017019,8423
669,301025006,8423
670,301107026,8423
671,301114019,8423
672,301121021,8423
673,301128019,8423
674,301205019,8423
675,301213016,8423
676,301219019,8423
677,301226009,8423
678,310102028,8423
679,310911028,8423
680,310919019,8423
681,310925021,8423
682,311002022,8423
683,311009019,8423
684,311016019,8423
685,311030019,8423
686,311106017,8423
687,311113025,8423
688,311120019,8423
689,311128018,8423
690,311204019,8423
691,311211006,8423
692,311218019,8423
693,311224020,8423
694,320101019,8423
695,320108019,8423
696,320115009,8423
697,320122025,8423
698,320205017,8423
699,320905019,8423
700,320916019,8423
701,320920029,8423
702,320930021,8423
703,321007019,8423
704,321014025,8423
705,321021019,8423
706,321028006,8423
707,321104019,8423
708,321111004,8423
709,321125019,8423
710,321203028,8423
711,321209019,8423
712,321216001,8423
713,321223033,8423
714,321230019,8423
715,290913019,8424
716,290920028,8424
717,290927008,8424
718,291004028,8424
719,291011029,8424
720,291018028,8424
721,291026028,8424
722,291108001,8424
723,291115028,8424
724,291122006,8424
725,291129021,8424
726,291206028,8424
727,291213013,8424
728,291221028,8424
729,291227028,8424
730,300103024,8424
731,300912028,8424
732,300919028,8424
733,300926014,8424
734,301003021,8424
735,301010028,8424
736,301017028,8424
737,301024003,8424
738,301031008,8424
739,301115028,8424
740,301128028,8424
741,301219006,8424
742,301226030,8424
743,310911025,8424
744,310918025,8424
745,310925004,8424
746,311002021,8424
747,311009025,8424
748,311016008,8424
749,311030025,8424
750,311106028,8424
751,311113025,8424
752,311120025,8424
753,311124033,8424
754,311204025,8424
755,311211022,8424
756,311219025,8424
757,311224026,8424
758,320101014,8424
759,320114025,8424
760,320122025,8424
761,320909009,8424
762,320916025,8424
763,320923016,8424
764,320930020,8424
765,321007025,8424
766,321014025,8424
767,321018025,8424
768,321029022,8424
769,321111025,8424
770,321119025,8424
771,321125018,8424
772,321202014,8424
773,321209025,8424
774,321216017,8424
775,321223026,8424
776,321230025,8424
777,330112025,8424
778,330120001,8424
779,330203025,8424
780,300912026,8425
781,300919007,8425
782,300926026,8425
783,301003014,8425
784,301017003,8425
785,301024026,8425
786,301031013,8425
787,301107026,8425
788,301114022,8425
789,301121018,8425
790,301205026,8425
791,301219026,8425
792,301226027,8425
793,310102026,8425
794,310108026,8425
795,310116003,8425
796,310911025,8425
797,310918023,8425
798,310925026,8425
799,311002026,8425
800,311023005,8425
801,311106006,8425
802,311113026,8425
803,311120014,8425
804,311127026,8425
805,311201026,8425
806,311212026,8425
807,311218003,8425
808,290913027,8426
809,290920006,8426
810,290928006,8426
811,291004007,8426
812,291011012,8426
813,291025006,8426
814,291101006,8426
815,291108021,8426
816,291115009,8426
817,291122006,8426
818,291126006,8426
819,291206019,8426
820,291213006,8426
821,291219018,8426
822,291227028,8426
823,300103006,8426
824,300109006,8426
825,300117016,8426
826,300912028,8426
827,300919006,8426
828,300926034,8426
829,301010006,8426
830,301017016,8426
831,301025006,8426
832,301031006,8426
833,301107009,8426
834,301114019,8426
835,301121006,8426
836,301125006,8426
837,301205011,8426
838,301212006,8426
839,301219006,8426
840,301225022,8426
841,310102021,8426
842,310911020,8426
843,310918025,8426
844,310926006,8426
845,311002006,8426
846,311016017,8426
847,311023006,8426
848,311030021,8426
849,311106006,8426
850,311113006,8426
851,311120028,8426
852,311124006,8426
853,311204022,8426
854,311211006,8426
855,311217027,8426
856,311224006,8426
857,320101019,8426
858,320905019,8426
859,320916026,8426
860,320923006,8426
861,321001006,8426
862,321014033,8426
863,321021029,8426
864,321028006,8426
865,321104001,8426
866,321111021,8426
867,321118006,8426
868,321122006,8426
869,321202006,8426
870,321209004,8426
871,321216006,8426
872,321223006,8426
873,321230028,8426
874,290914013,8427
875,290920024,8427
876,290927024,8427
877,291004023,8427
878,291019024,8427
879,291025012,8427
880,291101024,8427
881,291108019,8427
882,291115024,8427
883,291122007,8427
884,291129024,8427
885,291213006,8427
886,291220024,8427
887,291225010,8427
888,300117024,8427
889,300919024,8427
890,300926026,8427
891,301010013,8427
892,310911012,8427
893,310918002,8427
894,310925002,8427
895,311002004,8427
896,311009002,8427
897,321021002,8427
898,321104034,8427
899,321111017,8427
900,321115002,8427
901,321125011,8427
902,321202002,8427
903,321209002,8427
904,321216002,8427
905,321223015,8427
906,321230002,8427
907,300912028,8428
908,300919028,8428
909,300926014,8428
910,301003021,8428
911,301010028,8428
912,301017028,8428
913,301024003,8428
914,301031008,8428
915,301115028,8428
916,301121010,8428
917,301128028,8428
918,301205019,8428
919,301212028,8428
920,301219006,8428
921,310102028,8428
922,310911028,8428
923,310918028,8428
924,310926006,8428
925,311002014,8428
926,311016028,8428
927,311023029,8428
928,311030002,8428
929,311106028,8428
930,311120028,8428
931,311127026,8428
932,311204028,8428
933,311224028,8428
934,290913029,8429
935,290920001,8429
936,290928006,8429
937,291011029,8429
938,291018027,8429
939,291101022,8429
940,291108018,8429
941,310911022,8429
942,310918029,8429
943,320909027,8429
944,320916029,8429
945,320930001,8429
946,321007029,8429
947,321021029,8429
948,321028003,8429
949,321104028,8429
950,321111029,8429
951,321118029,8429
952,321126021,8429
953,321202012,8429
954,321209029,8429
955,321216024,8429
956,321223029,8429
957,321230018,8429
958,290913033,8430
959,290920012,8430
960,291004012,8430
961,291011012,8430
962,291018028,8430
963,291025012,8430
964,291108030,8430
965,291115013,8430
966,291122012,8430
967,291129024,8430
968,291206012,8430
969,291213012,8430
970,291220012,8430
971,291227004,8430
972,300103007,8430
973,300913012,8430
974,300919005,8430
975,300926012,8430
976,301010011,8430
977,301017034,8430
978,301024012,8430
979,301031012,8430
980,301107013,8430
981,301114007,8430
982,301121012,8430
983,301128026,8430
984,301205012,8430
985,301212024,8430
986,301219014,8430
987,301226012,8430
988,310102012,8430
989,310109012,8430
990,310911012,8430
991,310918008,8430
992,310925024,8430
993,311002012,8430
994,311009011,8430
995,311023013,8430
996,311031012,8430
997,311106012,8430
998,311113012,8430
999,311121017,8430
1000,311127012,8430
1001,311204003,8430
1002,311211020,8430
1003,311218012,8430
1004,311224012,8430
1005,320101007,8430
1006,320909012,8430
1007,320916002,8430
1008,320923018,8430
1009,320930012,8430
1010,321007012,8430
1011,321014027,8430
1012,321028012,8430
1013,321101024,8430
1014,321112023,8430
1015,321118012,8430
1016,321125012,8430
1017,321202012,8430
1018,321209005,8430
1019,321216013,8430
1020,321223012,8430
1021,321230007,8430
1022,290914013,8431
1023,291019024,8431
1024,291025012,8431
1025,291101024,8431
1026,291108019,8431
1027,291115024,8431
1028,291122007,8431
1029,291129024,8431
1030,291206005,8431
1031,291213006,8431
1032,291220024,8431
1033,291225010,8431
1034,300103024,8431
1035,300117024,8431
1036,300913012,8431
1037,300919024,8431
1038,300926026,8431
1039,301003024,8431
1040,301010013,8431
1041,301017014,8431
1042,301024024,8431
1043,301031024,8431
1044,301107034,8431
1045,290913026,8434
1046,290920028,8434
1047,290927014,8434
1048,291004025,8434
1049,291011014,8434
1050,291018030,8434
1051,291025014,8434
1052,291101008,8434
1053,291115014,8434
1054,291122014,8434
1055,291129014,8434
1056,291206003,8434
1057,291213010,8434
1058,291220014,8434
1059,291227022,8434
1060,300103014,8434
1061,300912028,8434
1062,300919006,8434
1063,300926034,8434
1064,301025006,8434
1065,301031006,8434
1066,301107009,8434
1067,301121006,8434
1068,301125006,8434
1069,301205011,8434
1070,301212006,8434
1071,301219006,8434
1072,290913027,8435
1073,290920006,8435
1074,290928006,8435
1075,291004007,8435
1076,291011012,8435
1077,291025006,8435
1078,291101006,8435
1079,291108021,8435
1080,291115009,8435
1081,291122006,8435
1082,291126006,8435
1083,291206019,8435
1084,291213006,8435
1085,291219018,8435
1086,291227028,8435
1087,300103006,8435
1088,300109006,8435
1089,300117016,8435
1090,300912028,8435
1091,300919006,8435
1092,300926034,8435
1093,301010006,8435
1094,301017016,8435
1095,301025006,8435
1096,301031006,8435
1097,301107009,8435
1098,310911020,8435
1099,310918025,8435
1100,310926006,8435
1101,311002006,8435
1102,311016017,8435
1103,311023006,8435
1104,311030021,8435
1105,311106006,8435
1106,311113006,8435
1107,311120028,8435
1108,311124006,8435
1109,311204022,8435
1110,311211006,8435
1111,311217027,8435
1112,311224006,8435
1113,320101019,8435
1114,320905019,8435
1115,320916026,8435
1116,320923006,8435
1117,321001006,8435
1118,321021029,8435
1119,321028006,8435
1120,321104001,8435
1121,321111021,8435
1122,321118006,8435
1123,321122006,8435
1124,321202006,8435
1125,321209004,8435
1126,321216006,8435
1127,321223006,8435
1128,321230028,8435
1129,290913033,8437
1130,290920024,8437
1131,290927033,8437
1132,291004017,8437
1133,291011033,8437
1134,291018016,8437
1135,291101033,8437
1136,291108004,8437
1137,291116005,8437
1138,291122033,8437
1139,291129033,8437
1140,291207009,8437
1141,291227023,8437
1142,300103013,8437
1143,300110017,8437
1144,300116011,8437
1145,300912014,8437
1146,300919013,8437
1147,300926014,8437
1148,301003014,8437
1149,301010008,8437
1150,311113005,8437
1151,311120014,8437
1152,290913033,8438
1153,290920024,8438
1154,290927033,8438
1155,291004017,8438
1156,291011033,8438
1157,291018016,8438
1158,291101033,8438
1159,291108004,8438
1160,291116005,8438
1161,291122033,8438
1162,300913020,8438
1163,300919004,8438
1164,300926033,8438
1165,301003023,8438
1166,301010033,8438
1167,301017017,8438
1168,301024033,8438
1169,301107033,8438
1170,301111001,8438
1171,301121029,8438
1172,301205033,8438
1173,301219033,8438
1174,301226005,8438
1175,310102033,8438
1176,310109012,8438
1177,310115023,8438
1178,290913009,8439
1179,290920009,8439
1180,290927014,8439
1181,291005016,8439
1182,291018009,8439
1183,291025005,8439
1184,291101009,8439
1185,291108027,8439
1186,291115009,8439
1187,291122009,8439
1188,291126008,8439
1189,291207009,8439
1190,291213003,8439
1191,291220023,8439
1192,291227009,8439
1193,300103022,8439
1194,300110022,8439
1195,300912021,8439
1196,300919009,8439
1197,300927003,8439
1198,301003009,8439
1199,301010028,8439
1200,301017009,8439
1201,301024009,8439
1202,301031020,8439
1203,301107009,8439
1204,301121016,8439
1205,301128001,8439
1206,301205009,8439
1207,301212008,8439
1208,301226009,8439
1209,310102009,8439
1210,310109021,8439
1211,310115001,8439
1212,310123003,8439
1213,310206009,8439
1214,310908009,8439
1215,310918029,8439
1216,310925003,8439
1217,311002009,8439
1218,311009001,8439
1219,311016009,8439
1220,311023016,8439
1221,311106024,8439
1222,311114009,8439
1223,311120009,8439
1224,311124008,8439
1225,311204019,8439
1226,311211009,8439
1227,311218012,8439
1228,311225009,8439
1229,320115009,8439
1230,320909009,8439
1231,320913009,8439
1232,320924026,8439
1233,320930009,8439
1234,321007011,8439
1235,321014034,8439
1236,321021014,8439
1237,321028009,8439
1238,321104009,8439
1239,321118008,8439
1240,321125019,8439
1241,321202009,8439
1242,321209009,8439
1243,321216003,8439
1244,321223009,8439
1245,321230016,8439
1246,330105009,8439
1247,330112025,8439
1248,290913019,8440
1249,290920028,8440
1250,290927008,8440
1251,291004028,8440
1252,291011029,8440
1253,291018028,8440
1254,291026028,8440
1255,291108001,8440
1256,291115028,8440
1257,291122006,8440
1258,291129021,8440
1259,291206028,8440
1260,291213013,8440
1261,291221028,8440
1262,291227028,8440
1263,300103024,8440
1264,300912010,8440
1265,300919013,8440
1266,301010013,8440
1267,301017025,8440
1268,301024007,8440
1269,301031013,8440
1270,301107013,8440
1271,301121023,8440
1272,301205024,8440
1273,301212030,8440
1274,301219013,8440
1275,301226013,8440
1276,310102012,8440
1277,310912007,8440
1278,310918002,8440
1279,310925013,8440
1280,311002013,8440
1281,311009034,8440
1282,311016013,8440
1283,321007030,8440
1284,321022003,8440
1285,321104010,8440
1286,321111003,8440
1287,321119025,8440
1288,321209016,8440
1289,290927026,8441
1290,291004011,8441
1291,291011026,8441
1292,291018026,8441
1293,291101006,8441
1294,291108026,8441
1295,291115022,8441
1296,291122016,8441
1297,291129014,8441
1298,291206026,8441
1299,291213034,8441
1300,291220026,8441
1301,291227009,8441
1302,300103026,8441
1303,300912026,8441
1304,300919007,8441
1305,300926026,8441
1306,301003014,8441
1307,301017003,8441
1308,301024026,8441
1309,301031013,8441
1310,301107026,8441
1311,301114022,8441
1312,301121018,8441
1313,301128026,8441
1314,301205026,8441
1315,301212025,8441
1316,301219026,8441
1317,301226027,8441
1318,310102026,8441
1319,310108026,8441
1320,310116003,8441
1321,310911003,8441
1322,310918018,8441
1323,310925003,8441
1324,311002003,8441
1325,311016003,8441
1326,311023027,8441
1327,311107021,8441
1328,311113003,8441
1329,311120003,8441
1330,311127013,8441
1331,311204003,8441
1332,311211007,8441
1333,311218003,8441
1334,311225009,8441
1335,320101016,8441
1336,320909003,8441
1337,320913009,8441
1338,320923003,8441
1339,321001006,8441
1340,321022003,8441
1341,321119025,8441
1342,321125003,8441
1343,321216003,8441
1344,321223022,8441
1345,321230008,8441
1346,290913001,8442
1347,290920001,8442
1348,290927017,8442
1349,291011025,8442
1350,291018001,8442
1351,291025006,8442
1352,291102018,8442
1353,291108001,8442
1354,291115029,8442
1355,291122019,8442
1356,291129001,8442
1357,291206001,8442
1358,291213001,8442
1359,291220020,8442
1360,291227001,8442
1361,300103027,8442
1362,300912023,8442
1363,300919001,8442
1364,300926018,8442
1365,301003001,8442
1366,301010005,8442
1367,301017021,8442
1368,301024001,8442
1369,301107001,8442
1370,301111001,8442
1371,301121014,8442
1372,301128001,8442
1373,301205027,8442
1374,301212029,8442
1375,301219026,8442
1376,301227001,8442
1377,310102001,8442
1378,310115001,8442
1379,310911003,8442
1380,310918001,8442
1381,310925027,8442
1382,311002026,8442
1383,311009001,8442
1384,311016001,8442
1385,311023008,8442
1386,311106011,8442
1387,311113001,8442
1388,311120001,8442
1389,311127001,8442
1390,311204034,8442
1391,311211029,8442
1392,311215001,8442
1393,311226018,8442
1394,320101001,8442
1395,320108019,8442
1396,320909012,8442
1397,320917001,8442
1398,320923024,8442
1399,320930001,8442
1400,321007028,8442
1401,321014001,8442
1402,321028021,8442
1403,321104001,8442
1404,321111018,8442
1405,321118001,8442
1406,321125027,8442
1407,321129001,8442
1408,321209029,8442
1409,321216001,8442
1410,321222008,8442
1411,321230001,8442
1412,330113001,8442
1413,330120001,8442
1414,290914013,8443
1415,290920024,8443
1416,290927024,8443
1417,291004023,8443
1418,291019024,8443
1419,291025012,8443
1420,291101024,8443
1421,291108019,8443
1422,291115024,8443
1423,291122007,8443
1424,291213006,8443
1425,291220024,8443
1426,291225010,8443
1427,300103024,8443
1428,300117024,8443
1429,300913012,8443
1430,300919024,8443
1431,300926026,8443
1432,301003024,8443
1433,301010013,8443
1434,301017014,8443
1435,301024024,8443
1436,301031024,8443
1437,301107034,8443
1438,301122024,8443
1439,301128011,8443
1440,301205024,8443
1441,301212024,8443
1442,301216024,8443
1443,301226004,8443
1444,310102007,8443
1445,310911024,8443
1446,290910023,8444
1447,290920003,8444
1448,290927004,8444
1449,291004023,8444
1450,291011008,8444
1451,291018023,8444
1452,291025023,8444
1453,291109007,8444
1454,291115023,8444
1455,291122012,8444
1456,291129033,8444
1457,291206023,8444
1458,291210005,8444
1459,291220023,8444
1460,291227023,8444
1461,300103015,8444
1462,300912023,8444
1463,300919010,8444
1464,300926027,8444
1465,301003023,8444
1466,301017023,8444
1467,301024015,8444
1468,301031018,8444
1469,301108004,8444
1470,301114023,8444
1471,301121023,8444
1472,301128002,8444
1473,301205033,8444
1474,301223023,8444
1475,310102005,8444
1476,310115023,8444
1477,310123023,8444
1478,310206009,8444
1479,310911033,8444
1480,310918023,8444
1481,310925011,8444
1482,311002034,8444
1483,311009023,8444
1484,311016023,8444
1485,311023022,8444
1486,311030023,8444
1487,311106023,8444
1488,311113004,8444
1489,311127012,8444
1490,311204023,8444
1491,311208023,8444
1492,311219025,8444
1493,311224023,8444
1494,320101005,8444
1495,320108007,8444
1496,320909007,8444
1497,320916023,8444
1498,320923013,8444
1499,321007023,8444
1500,321011010,8444
1501,321021004,8444
1502,321028023,8444
1503,321104019,8444
1504,321112023,8444
1505,321118023,8444
1506,321125005,8444
1507,321202033,8444
1508,321209023,8444
1509,321216006,8444
1510,321223023,8444
