,game_id,plyr_id,name,is_starter
222,290913005,1911,david-bowens,0
223,290913005,10583,brandon-mcdonald,0
224,290913005,2609,shaun-rogers,0
225,290913005,8448,brodney-pool,0
226,290913005,9599,kamerion-wimbley,0
227,290913005,10497,eric-wright,0
228,290913005,5893,mike-adams,0
229,290913005,8605,c.j.-mosley,0
230,290913005,2208,hank-poteat,0
231,290913005,3675,kenyon-coleman,0
232,290913005,11424,ahtyba-rubin,0
233,290913005,12656,coye-francies,0
234,290913005,11465,alex-hall,0
235,290913005,12687,kaluka-maiava,0
236,290913005,5704,corey-williams,0
237,290913005,11933,darius-reynaud,0
238,290913005,1328,ryan-longwell,1
239,290913005,1440,phil-dawson,1
240,290913005,9296,chris-kluwe,0
241,290913005,3640,dave-zastudil,0
242,290913009,9597,jay-cutler,1
243,290913009,8439,aaron-rodgers,1
244,290913009,11278,matt-forte,1
245,290913009,10537,garrett-wolfe,1
246,290913009,9475,ryan-grant,1
247,290913009,10671,deshawn-wynn,1
248,290913009,9643,devin-hester,1
249,290913009,12678,johnny-knox,1
250,290913009,11304,earl-bennett,1
251,290913009,1932,desmond-clark,1
252,290913009,10475,greg-olsen,1
253,290913009,4421,jason-mckie,1
254,290913009,9638,greg-jennings,1
255,290913009,1966,donald-driver,1
256,290913009,10634,korey-hall,1
257,290913009,4614,donald-lee,1
258,290913009,11325,jermichael-finley,1
259,290913009,5432,tramon-williams,0
260,290913009,8465,nick-collins,0
261,290913009,1729,al-harris,0
262,290913009,9769,johnny-jolly,0
263,290913009,9628,danieal-manning,0
264,290913009,5635,nathan-vasher,0
265,290913009,3632,alex-brown,0
266,290913009,12629,al-afalava,0
267,290913009,9745,mark-anderson,0
268,290913009,2868,adewale-ogunleye,0
269,290913009,2140,brian-urlacher,0
270,290913009,4526,lance-briggs,0
271,290913009,10610,kevin-payne,0
272,290913009,4624,hunter-hillenmeyer,0
273,290913009,4493,charles-tillman,0
274,290913009,4515,anthony-adams,0
275,290913009,1620,olin-kreutz,0
276,290913009,9354,robbie-gould,0
277,290913009,10611,corey-graham,0
278,290913009,11365,zack-bowman,0
279,290913009,5539,tommie-harris,0
280,290913009,9268,rashied-davis,0
281,290913009,11324,marcus-harrison,0
282,290913009,10856,nick-roach,0
283,290913009,5655,brandon-chillar,0
284,290913009,5009,cullen-jenkins,0
285,290913009,3684,aaron-kampman,0
286,290913009,9445,atari-bigby,0
287,290913009,9591,a.j.-hawk,0
288,290913009,2577,ryan-pickett,0
289,290913009,10533,aaron-rouse,0
290,290913009,4487,nick-barnett,0
291,290913009,1442,charles-woodson,0
292,290913009,9530,john-kuhn,0
293,290913009,10635,desmond-bishop,0
294,290913009,12438,clay-matthews,0
295,290913009,10387,spencer-havner,0
296,290913009,11451,brett-swain,0
297,290913009,8539,brady-poppinga,0
298,290913009,9794,derrick-martin,0
299,290913009,11270,jordy-nelson,0
300,290913009,10636,mason-crosby,1
301,290913009,1252,brad-maynard,0
302,290913009,11201,jeremy-kapinos,0
303,290913011,3636,david-garrard,1
304,290913011,1428,peyton-manning,1
305,290913011,9646,maurice-jones-drew,1
306,290913011,10057,montell-owens,1
307,290913011,9616,joseph-addai,1
308,290913011,12489,donald-brown,1
309,290913011,1757,torry-holt,1
310,290913011,9614,marcedes-lewis,1
311,290913011,8422,troy-williamson,1
312,290913011,5580,greg-b.-jones,1
313,290913011,11798,nate-hughes,1
314,290913011,2578,reggie-wayne,1
315,290913011,4482,dallas-clark,1
316,290913011,11439,pierre-garcon,1
317,290913011,12561,austin-collie,1
318,290913011,11373,jacob-tamme,1
319,290913011,10965,gijon-robinson,1
320,290913011,12646,derek-cox,0
321,290913011,10492,justin-durant,0
322,290913011,5564,daryl-smith,0
323,290913011,10465,reggie-nelson,0
324,290913011,8516,sean-considine,0
325,290913011,9666,clint-ingram,0
326,290913011,11286,quentin-groves,0
327,290913011,10791,tyron-brackenridge,0
328,290913011,8501,scott-starks,0
329,290913011,12677,terrance-knighton,0
330,290913011,3537,john-henderson,0
331,290913011,2636,reggie-hayward,0
332,290913011,9992,brian-iwuh,0
333,290913011,4497,rashean-mathis,0
334,290913011,10505,gerald-alexander,0
335,290913011,11241,derrick-harvey,0
336,290913011,11909,brian-witherspoon,0
337,290913011,10363,greg-estandia,0
338,290913011,9768,montavious-stanley,0
339,290913011,5662,josh-scobee,0
340,290913011,12755,russell-allen,0
341,290913011,4811,gary-brackett,0
342,290913011,10595,antonio-johnson,0
343,290913011,8587,tyjuan-hagler,0
344,290913011,10579,clint-session,0
345,290913011,9793,antoine-bethea,0
346,290913011,8474,kelvin-hayden,0
347,290913011,4596,robert-mathis,0
348,290913011,11631,eric-foster,0
349,290913011,3539,dwight-freeney,0
350,290913011,10745,melvin-bullitt,0
351,290913011,10685,keyunta-dawson,0
352,290913011,12714,jerraud-powers,0
353,290913011,9680,freddy-keiaho,0
354,290913011,10827,daniel-muir,0
355,290913011,9648,tim-jennings,0
356,290913011,12988,ramon-humber,0
357,290913011,11654,chad-simpson,0
358,290913011,9824,t.j.-rushing,0
359,290913011,1097,adam-vinatieri,1
360,290913011,10545,adam-podlesh,0
361,290913011,12689,pat-mcafee,0
362,290913018,12483,matthew-stafford,1
363,290913018,2580,drew-brees,1
364,290913018,11298,kevin-smith,1
365,290913018,12635,aaron-brown,1
366,290913018,11369,jerome-felton,1
367,290913018,9864,mike-bell,1
368,290913018,9588,reggie-bush,1
369,290913018,10447,calvin-johnson,1
370,290913018,4475,bryant-johnson,1
371,290913018,4929,casey-fitzsimmons,1
372,290913018,10518,yamon-figurs,1
373,290913018,5575,devery-henderson,1
374,290913018,10471,robert-meachem,1
375,290913018,9400,lance-moore,1
376,290913018,2630,heath-evans,1
377,290913018,3542,jeremy-shockey,1
378,290913018,9838,marques-colston,1
379,290913018,9672,david-thomas,1
380,290913018,9687,darnell-bing,0
381,290913018,12528,louis-delmas,0
382,290913018,2646,anthony-henry,0
383,290913018,1203,darren-sharper,0
384,290913018,4709,scott-shanle,0
385,290913018,3656,larry-foote,0
386,290913018,3724,marquand-manuel,0
387,290913018,9595,ernie-sims,0
388,290913018,8570,eric-king,0
389,290913018,11279,jordon-dizon,0
390,290913018,9988,jason-hunter,0
391,290913018,11321,andre-fluellen,0
392,290913018,2626,william-james,0
393,290913018,4292,kalvin-pearson,0
394,290913018,12682,deandre-levy,0
395,290913018,11450,landon-cohen,0
396,290913018,2147,julian-peterson,0
397,290913018,12667,sammie-lee-hill,0
398,290913018,8564,daniel-loper,0
399,290913018,8362,don-muhlbach,0
400,290913018,5608,stephen-peterman,0
401,290913018,11326,cliff-avril,0
402,290913018,1382,grady-jackson,0
403,290913018,4522,dewayne-white,0
404,290913018,11274,tracy-porter,0
405,290913018,3671,scott-fujita,0
406,290913018,9629,roman-harper,0
407,290913018,5537,jonathan-vilma,0
408,290913018,5543,will-smith,0
409,290913018,1863,pierson-prioleau,0
410,290913018,9319,leigh-torrence,0
411,290913018,6391,jabari-greer,0
412,290913018,5616,anthony-hargrove,0
413,290913018,3553,charles-grant,0
414,290913018,10167,jeff-charleston,0
415,290913018,10360,buck-ortega,0
416,290913018,12426,malcolm-jenkins,0
417,290913018,10663,marvin-mitchell,0
418,290913018,5887,randall-gay,0
419,290913018,2203,kendrick-clancy,0
420,290913018,10721,chris-reis,0
421,290913018,11242,sedrick-ellis,0
422,290913018,2163,dennis-northcutt,0
423,290913018,286,jason-hanson,1
424,290913018,43,john-carney,1
425,290913018,2669,nick-harris,0
426,290913018,12701,thomas-morstead,0
427,290913019,8440,jason-campbell,1
428,290913019,5526,eli-manning,1
429,290913019,3579,clinton-portis,1
430,290913019,1963,hunter-smith,1
431,290913019,11268,devin-thomas,1
432,290913019,3584,ladell-betts,1
433,290913019,10693,ahmad-bradshaw,1
434,290913019,8524,brandon-jacobs,1
435,290913019,3590,antwaan-randle-el,1
436,290913019,5606,chris-cooley,1
437,290913019,2564,santana-moss,1
438,290913019,11285,malcolm-kelly,1
439,290913019,10495,steve-smith,1
440,290913019,10596,kevin-boss,1
441,290913019,11329,mario-manningham,1
442,290913019,12586,hakeem-nicks,1
443,290913019,9716,domenik-hixon,1
444,290913019,9424,lorenzo-alexander,0
445,290913019,4514,osi-umenyiora,0
446,290913019,5533,deangelo-hall,0
447,290913019,8457,corey-webster,0
448,290913019,1680,london-fletcher,0
449,290913019,11483,chris-horton,0
450,290913019,10451,laron-landry,0
451,290913019,9621,rocky-mcintosh,0
452,290913019,3543,albert-haynesworth,0
453,290913019,2173,cornelius-griffin,0
454,290913019,2555,andre-carter,0
455,290913019,9759,reed-doughty,0
456,290913019,10622,h.b.-blades,0
457,290913019,12439,brian-orakpo,0
458,290913019,1033,phillip-daniels,0
459,290913019,2593,fred-smoot,0
460,290913019,10810,byron-westbrook,0
461,290913019,1686,mike-sellers,0
462,290913019,11414,kareem-moore,0
463,290913019,8424,carlos-rogers,0
464,290913019,3761,rock-cartwright,0
465,290913019,9289,chase-blackburn,0
466,290913019,10667,michael-johnson,0
467,290913019,2842,antonio-pierce,0
468,290913019,11265,kenny-phillips,0
469,290913019,8488,justin-tuck,0
470,290913019,2376,danny-clark,0
471,290913019,11297,terrell-thomas,0
472,290913019,13085,bruce-johnson,0
473,290913019,8546,chris-canty,0
474,290913019,8602,c.c.-brown,0
475,290913019,9682,gerris-wilkinson,0
476,290913019,9710,barry-cofield,0
477,290913019,9618,mathias-kiwanuka,0
478,290913019,3674,rocky-bernard,0
479,290913019,11360,bryan-kehl,0
480,290913019,9839,dave-tollefson,0
481,290913019,2885,rich-seubert,0
482,290913019,9668,derek-hagan,0
483,290913019,10768,d.j.-ware,0
484,290913019,8665,madison-hedgecock,0
485,290913019,9361,shaun-suisham,1
486,290913019,3413,lawrence-tynes,1
487,290913019,26,jeff-feagles,0
488,290913022,4260,shaun-hill,1
489,290913022,1682,kurt-warner,1
490,290913022,8479,frank-gore,1
491,290913022,2664,moran-norris,1
492,290913022,12491,glen-coffee,1
493,290913022,658,isaac-bruce,1
494,290913022,12525,beanie-wells,1
495,290913022,11383,tim-hightower,1
496,290913022,9592,vernon-davis,1
497,290913022,11408,josh-morgan,1
498,290913022,4655,arnaz-battle,1
499,290913022,9761,delanie-walker,1
500,290913022,5286,jerheme-urban,1
501,290913022,5528,larry-fitzgerald,1
502,290913022,4512,anquan-boldin,1
503,290913022,2500,dan-kreider,1
504,290913022,1244,bertrand-berry,0
505,290913022,2569,nate-clements,0
506,290913022,10455,patrick-willis,0
507,290913022,5583,shawntae-spencer,0
508,290913022,3586,michael-lewis,0
509,290913022,9726,parys-haralson,0
510,290913022,10569,dashon-goldson,0
511,290913022,1793,dre'-bly,0
512,290913022,2165,mark-roman,0
513,290913022,9686,michael-robinson,0
514,290913022,10541,ray-mcdonald,0
515,290913022,4604,aubrayo-franklin,0
516,290913022,10590,tarell-brown,0
517,290913022,9279,marques-harris,0
518,290913022,9778,marcus-hudson,0
519,290913022,12693,scott-mckillop,0
520,290913022,9608,manny-lawson,0
521,290913022,2552,justin-smith,0
522,290913022,1638,allen-rossum,0
523,290913022,2361,brian-jennings,0
524,290913022,11263,kentwan-balmer,0
525,290913022,5629,isaac-sopoaga,0
526,290913022,4528,gerald-hayes,0
527,290913022,1842,chike-okeafor,0
528,290913022,5558,karlos-dansby,0
529,290913022,11284,calais-campbell,0
530,290913022,8476,bryant-mcfadden,0
531,290913022,2612,adrian-wilson,0
532,290913022,12674,rashad-johnson,0
533,290913022,2268,clark-haggans,0
534,290913022,1349,bryan-robinson,0
535,290913022,5589,darnell-dockett,0
536,290913022,11250,dominique-rodgers-cromartie,0
537,290913022,8423,antrel-rolle,0
538,290913022,9693,gabe-watson,0
539,290913022,2300,neil-rackers,0
540,290913022,5614,matt-ware,0
541,290913022,12647,will-davis,0
542,290913022,8401,jason-wright,0
543,290913022,10847,michael-adams,0
544,290913022,12730,larod-stephens-howling,0
545,290913022,982,joe-nedney,1
546,290913022,5713,andy-lee,0
547,290913022,9291,ben-graham,0
548,290913026,2299,marc-bulger,1
549,290913026,1575,matt-hasselbeck,1
550,290913026,5549,steven-jackson,1
551,290913026,11267,donnie-avery,1
552,290913026,5568,julius-jones,1
553,290913026,1755,edgerrin-james,1
554,290913026,11467,justin-forsett,1
555,290913026,10519,laurent-robinson,1
556,290913026,3642,randy-mcmichael,1
557,290913026,10287,daniel-fells,1
558,290913026,11375,keenan-burton,1
559,290913026,11272,john-carlson,1
560,290913026,4529,nate-burleson,1
561,290913026,2753,t.j.-houshmandzadeh,1
562,290913026,4568,seneca-wallace,1
563,290913026,9835,ben-obomanu,1
564,290913026,12557,deon-butler,1
565,290913026,4579,justin-griffith,1
566,290913026,12454,james-laurinaitis,0
567,290913026,8480,oshiomogho-atogwe,0
568,290913026,9290,james-butler,0
569,290913026,11486,david-vobora,0
570,290913026,3601,will-witherspoon,0
571,290913026,11236,chris-long,0
572,290913026,8464,ron-bartell,0
573,290913026,9371,gary-gibson,0
574,290913026,2432,james-hall,0
575,290913026,10528,jonathan-wade,0
576,290913026,11335,justin-king,0
577,290913026,10597,clifton-ryan,0
578,290913026,4947,adam-goldberg,0
579,290913026,10754,quinton-culberson,0
580,290913026,12652,bradley-fletcher,0
581,290913026,11462,chris-chamberlain,0
582,290913026,11581,david-roach,0
583,290913026,1621,leonard-little,0
584,290913026,1122,hollis-thomas,0
585,290913026,10689,kenneth-darby,0
586,290913026,10499,josh-wilson,0
587,290913026,5840,jordan-babineaux,0
588,290913026,12452,aaron-curry,0
589,290913026,8459,lofa-tatupu,0
590,290913026,9649,darryl-tapp,0
591,290913026,2188,deon-grant,0
592,290913026,2588,ken-lucas,0
593,290913026,4870,colin-cole,0
594,290913026,1782,patrick-kerney,0
595,290913026,11262,lawrence-jackson,0
596,290913026,4524,cory-redding,0
597,290913026,10604,will-herring,0
598,290913026,8512,leroy-hill,0
599,290913026,9617,kelly-jennings,0
600,290913026,10529,brandon-mebane,0
601,290913026,10300,lance-laury,0
602,290913026,11544,david-hawthorne,0
603,290913026,12717,nick-reed,0
604,290913026,9387,samkon-gado,0
605,290913026,10692,derek-stanley,0
606,290913026,4680,josh-brown,1
607,290913026,1170,olindo-mare,1
608,290913026,5749,donnie-jones,0
609,290913026,10238,jon-ryan,0
610,290913027,5209,tony-romo,1
611,290913027,4465,byron-leftwich,1
612,290913027,5540,michael-clayton,1
613,290913027,8523,marion-barber,1
614,290913027,11256,felix-jones,1
615,290913027,11359,tashard-choice,1
616,290913027,5741,patrick-crayton,1
617,290913027,8420,cadillac-williams,1
618,290913027,5760,derrick-ward,1
619,290913027,5531,kellen-winslow,1
620,290913027,11816,clifton-smith,1
621,290913027,4950,earnest-graham,1
622,290913027,5532,roy-williams,1
623,290913027,4527,jason-witten,1
624,290913027,10147,miles-austin,1
625,290913027,11295,martellus-bennett,1
626,290913027,3556,jerramy-stevens,1
627,290913027,3591,antonio-bryant,1
628,290913027,12595,sammie-stroughter,1
629,290913027,9901,brian-clark,1
630,290913027,9676,maurice-stovall,1
631,290913027,4543,b.j.-askew,1
632,290913027,4463,terence-newman,0
633,290913027,1448,keith-brooking,0
634,290913027,4561,bradie-james,0
635,290913027,8571,gerald-sensabaugh,0
636,290913027,4500,ken-hamlin,0
637,290913027,9724,pat-watkins,0
638,290913027,8426,demarcus-ware,0
639,290913027,10470,anthony-spencer,0
640,290913027,10194,sam-hurd,0
641,290913027,9604,bobby-carpenter,0
642,290913027,8638,jay-ratliff,0
643,290913027,8435,marcus-spears,0
644,290913027,11259,mike-jenkins,0
645,290913027,11366,orlando-scandrick,0
646,290913027,5560,igor-olshansky,0
647,290913027,10361,stephen-bowen,0
648,290913027,10558,marvin-white,0
649,290913027,10680,alan-ball,0
650,290913027,12641,victor-butler,0
651,290913027,10508,sabby-piscitelli,0
652,290913027,3685,jermaine-phillips,0
653,290913027,11409,geno-hayes,0
654,290913027,10512,quincy-black,0
655,290913027,11254,aqib-talib,0
656,290913027,8450,barrett-ruud,0
657,290913027,1260,ronde-barber,0
658,290913027,12698,roy-miller,0
659,290913027,2156,chris-hovan,0
660,290913027,9645,jeremy-trueblood,0
661,290913027,3534,ryan-sims,0
662,290913027,11706,elbert-mack,0
663,290913027,4663,torrie-cox,0
664,290913027,8461,mike-nugent,0
665,290913027,4647,jimmy-wilkerson,0
666,290913027,10621,nick-folk,1
667,290913027,5096,mat-mcbriar,0
668,290913027,4341,dirk-johnson,0
669,290913029,1753,donovan-mcnabb,1
670,290913029,10480,kevin-kolb,1
671,290913029,1693,jake-delhomme,1
672,290913029,11128,matt-moore,1
673,290913029,3609,josh-mccown,1
674,290913029,3619,brian-westbrook,1
675,290913029,12514,lesean-mccoy,1
676,290913029,11283,desean-jackson,1
677,290913029,9297,leonard-weaver,1
678,290913029,9613,deangelo-williams,1
679,290913029,11247,jonathan-stewart,1
680,290913029,2622,steve-smith,1
681,290913029,12499,mike-goodson,1
682,290913029,10605,brent-celek,1
683,290913029,4532,kevin-curtis,1
684,290913029,9695,jason-avant,1
685,290913029,9859,hank-baskett,1
686,290913029,936,muhsin-muhammad,1
687,290913029,9741,jeff-king,1
688,290913029,10501,victor-abiamiri,0
689,290913029,9754,omar-gaither,0
690,290913029,2560,damione-lewis,0
691,290913029,3587,sheldon-brown,0
692,290913029,10883,akeem-jordan,0
693,290913029,4961,joselio-hanson,0
694,290913029,4578,asante-samuel,0
695,290913029,10469,jon-beason,0
696,290913029,5107,quintin-mikell,0
697,290913029,2164,darren-howard,0
698,290913029,8560,trent-cole,0
699,290913029,8445,mike-patterson,0
700,290913029,2821,juqua-parker,0
701,290913029,9657,chris-gocong,0
702,290913029,8498,ellis-hobbs,0
703,290913029,12425,macho-harris,0
704,290913029,6012,jason-peters,0
705,290913029,9600,brodrick-bunkley,0
706,290913029,9351,dimitri-patterson,0
707,290913029,12653,moise-fokou,0
708,290913029,11281,trevor-laws,0
709,290913029,4902,jon-dorenbos,0
710,290913029,5304,tracy-white,0
711,290913029,8429,thomas-davis,0
712,290913029,3530,julius-peppers,0
713,290913029,10789,quinton-teal,0
714,290913029,11301,charles-godfrey,0
715,290913029,5553,chris-gamble,0
716,290913029,9644,richard-marshall,0
717,290913029,10867,louis-leonard,0
718,290913029,4490,tyler-brayton,0
719,290913029,11364,gary-barnidge,0
720,290913029,4466,jordan-gross,0
721,290913029,11759,j.j.-jansen,0
722,290913029,2229,na'il-diggs,0
723,290913029,10527,charles-johnson,0
724,290913029,12703,captain-munnerlyn,0
725,290913029,1716,david-akers,1
726,290913029,139,john-kasay,1
727,290913029,10441,sav-rocca,0
728,290913029,2845,jason-baker,0
729,290913033,9671,brodie-croyle,1
730,290913033,11252,joe-flacco,1
731,290913033,4485,larry-johnson,1
732,290913033,11307,jamaal-charles,1
733,290913033,10660,tyler-thigpen,1
734,290913033,11197,jackie-battle,1
735,290913033,11289,ray-rice,1
736,290913033,4481,willis-mcgahee,1
737,290913033,10580,le'ron-mcclain,1
738,290913033,8437,mark-clayton,1
739,290913033,8453,mark-bradley,1
740,290913033,10467,dwayne-bowe,1
741,290913033,937,bobby-engram,1
742,290913033,5669,sean-ryan,1
743,290913033,2579,todd-heap,1
744,290913033,1263,derrick-mason,1
745,290913033,4523,kelley-washington,1
746,290913033,11763,maurice-leggett,0
747,290913033,8430,derrick-johnson,0
748,290913033,2170,mike-brown,0
749,290913033,5626,demorrio-williams,0
750,290913033,10025,corey-mays,0
751,290913033,1257,mike-vrabel,0
752,290913033,10526,tank-tyler,0
753,290913033,9814,jarrad-page,0
754,290913033,9606,tamba-hali,0
755,290913033,5563,ricardo-colclough,0
